"","HA","HB","HI","HL","HS","HT","MA","MB","MI","ML","MS","MT"
"Reactome MyD88 cascade initiated on plasma membrane",0,0.81491935483871,0.299516129032258,0.0487903225806452,0.482177419354839,0.777822580645161,0.0736290322580645,0.417741935483871,0.456693548387097,0.00596774193548387,0.248467741935484,0.102338709677419
"Reactome MyD88 deficiency (TLR2/4)",0,0.796666666666667,0.803333333333333,0.0177777777777778,0.7,0.911111111111111,0.191666666666667,0.841111111111111,0.867777777777778,0.000555555555555556,0.0866666666666667,0.181666666666667
"Reactome MyD88 dependent cascade initiated on endosome",0,0.814253731343284,0.312910447761194,0.06,0.497537313432836,0.794402985074627,0.0752238805970149,0.441194029850746,0.49634328358209,0.00559701492537313,0.244029850746269,0.109776119402985
"Reactome MyD88-independent TLR4 cascade ",0,0.777222222222222,0.267986111111111,0.0401388888888889,0.499513888888889,0.817083333333333,0.0671527777777778,0.453680555555556,0.437638888888889,0.0129861111111111,0.234027777777778,0.126875
"Reactome MyD88:MAL(TIRAP) cascade initiated on plasma membrane",0,0.786760563380282,0.342394366197183,0.0448591549295775,0.495422535211268,0.782112676056338,0.0892253521126761,0.471549295774648,0.507112676056338,0.00528169014084507,0.227676056338028,0.116267605633803
"Reactome NEP/NS2 Interacts with the Cellular Export Machinery",0,0.735,0.330625,0.070625,0.56375,0.831666666666667,0.0822916666666667,0.420833333333333,0.234791666666667,0,0.17875,0.204166666666667
"Reactome NRAGE signals death through JNK",0,0.722058823529412,0.248676470588235,0.075,0.451029411764706,0.723235294117647,0.0830882352941177,0.420735294117647,0.477205882352941,0.00132352941176471,0.39,0.124411764705882
"Reactome NS1 Mediated Effects on Host Pathways",0,0.6535,0.252166666666667,0.133166666666667,0.535,0.789166666666667,0.100833333333333,0.381333333333333,0.2605,0,0.226666666666667,0.182666666666667
"Reactome Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",0,0.891147540983607,0.564836065573771,0.00959016393442623,0.605819672131148,0.714754098360656,0.0700819672131148,0.173934426229508,0.269344262295082,0.000163934426229508,0.193524590163934,0.128114754098361
"Reactome Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",0,0.921122448979592,0.665612244897959,0.00795918367346939,0.632244897959184,0.688775510204082,0.0693877551020408,0.108367346938776,0.237959183673469,0.000204081632653061,0.189285714285714,0.130612244897959
"Reactome Nonsense-Mediated Decay (NMD)",0,0.891147540983607,0.564836065573771,0.00959016393442623,0.605819672131148,0.714754098360656,0.0700819672131148,0.173934426229508,0.269344262295082,0.000163934426229508,0.193524590163934,0.128114754098361
"Reactome Nuclear Envelope Breakdown",0,0.654459459459459,0.358918918918919,0.105810810810811,0.507162162162162,0.803783783783784,0.0655405405405405,0.388918918918919,0.375675675675676,0,0.171351351351351,0.194054054054054
"Reactome Nuclear import of Rev protein",0,0.690192307692308,0.305961538461538,0.0790384615384615,0.562884615384615,0.809807692307692,0.0759615384615385,0.366538461538462,0.219615384615385,0,0.140384615384615,0.186730769230769
"Reactome Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",0,0.793076923076923,0.396025641025641,0.0885897435897436,0.475641025641026,0.809615384615385,0.112820512820513,0.393205128205128,0.441794871794872,0.0183333333333333,0.282307692307692,0.161410256410256
"Reactome PI Metabolism",0,0.719411764705882,0.310882352941176,0.0766666666666667,0.410392156862745,0.815196078431373,0.0852941176470588,0.365,0.370294117647059,0.000784313725490196,0.309313725490196,0.130098039215686
"Reactome Peptide chain elongation",0,0.927906976744186,0.717906976744186,0.00523255813953488,0.683372093023256,0.711860465116279,0.0737209302325581,0.0946511627906977,0.227674418604651,0.000116279069767442,0.182674418604651,0.127209302325581
"Reactome Phosphorylation of CD3 and TCR zeta chains",0,0.730769230769231,0.663846153846154,0.169615384615385,0.751923076923077,0.502692307692308,0.0365384615384615,0.583076923076923,0.801538461538462,0.00115384615384615,0.301923076923077,0.231538461538462
"Reactome Platelet degranulation ",0,0.595940594059406,0.328811881188119,0.0627227722772277,0.407871287128713,0.712673267326733,0.0433663366336634,0.292376237623762,0.442227722772277,0.000198019801980198,0.241930693069307,0.26490099009901
"Reactome Programmed Cell Death",0,0.71804347826087,0.280036231884058,0.062463768115942,0.421195652173913,0.825724637681159,0.0648550724637681,0.394565217391304,0.369275362318841,0.00423913043478261,0.227717391304348,0.14554347826087
"Reactome RAB GEFs exchange GTP for GDP on RABs",0,0.789204545454545,0.25375,0.0547727272727273,0.530909090909091,0.898522727272727,0.111477272727273,0.524545454545455,0.437159090909091,0.00170454545454545,0.286022727272727,0.148068181818182
"Reactome RAF-independent MAPK1/3 activation",0,0.727222222222222,0.384722222222222,0.1025,0.642222222222222,0.715,0.0575,0.306666666666667,0.556111111111111,0.00138888888888889,0.3225,0.116944444444444
"Reactome RHO GTPases Activate Formins",0,0.675053191489362,0.320372340425532,0.0620744680851064,0.403191489361702,0.705212765957447,0.0890425531914894,0.274468085106383,0.388617021276596,0.000106382978723404,0.213723404255319,0.144734042553191
"Reactome RHO GTPases Activate NADPH Oxidases",0,0.885,0.565882352941177,0.186764705882353,0.672352941176471,0.999705882352941,0.0564705882352941,0.407941176470588,0.764411764705882,0.00911764705882353,0.316470588235294,0.146470588235294
"Reactome RHO GTPases Activate ROCKs",0,0.707142857142857,0.372142857142857,0.0296428571428571,0.446785714285714,0.855,0.0721428571428571,0.244285714285714,0.431428571428571,0.000357142857142857,0.294285714285714,0.207857142857143
"Reactome RHO GTPases Activate WASPs and WAVEs",0,0.681333333333333,0.453,0.161,0.478166666666667,0.774166666666667,0.0561666666666667,0.307,0.656,0.000833333333333333,0.356,0.0971666666666667
"Reactome RNA Polymerase II Transcription Termination",0,0.82758064516129,0.199032258064516,0.0759677419354839,0.422096774193548,0.774032258064516,0.0879032258064516,0.376612903225806,0.188387096774194,0,0.136451612903226,0.214677419354839
"Reactome ROS and RNS production in phagocytes",0,0.694827586206897,0.556724137931034,0.158620689655172,0.599310344827586,0.849827586206897,0.0674137931034483,0.312586206896552,0.59448275862069,0.00586206896551724,0.332241379310345,0.106551724137931
"Reactome Rab regulation of trafficking",0,0.745564516129032,0.233629032258065,0.0408870967741935,0.54991935483871,0.877741935483871,0.0970967741935484,0.486854838709677,0.436129032258064,0.00129032258064516,0.261370967741935,0.159193548387097
"Reactome Regulation of HSF1-mediated heat shock response",0,0.8047,0.4143,0.0806,0.5616,0.8118,0.0883,0.4371,0.3512,9e-04,0.1854,0.1844
"Reactome Regulation of TP53 Activity",0,0.705882352941177,0.271666666666667,0.0886764705882353,0.390882352941176,0.717647058823529,0.079656862745098,0.402450980392157,0.316960784313725,0.000441176470588235,0.226862745098039,0.127009803921569
"Reactome Regulation of TP53 Activity through Phosphorylation",0,0.73491935483871,0.323870967741935,0.0945161290322581,0.390161290322581,0.690241935483871,0.0841935483870968,0.363629032258065,0.313306451612903,8.06451612903226e-05,0.258951612903226,0.125
"Reactome Regulation of actin dynamics for phagocytic cup formation",0,0.711603773584906,0.436603773584906,0.130377358490566,0.543584905660377,0.730849056603774,0.0808490566037736,0.354905660377358,0.646509433962264,0.000754716981132075,0.323962264150943,0.130471698113208
"Reactome Regulation of mRNA stability by proteins that bind AU-rich elements",0,0.684428571428571,0.256357142857143,0.0780714285714286,0.3825,0.856928571428571,0.0772857142857143,0.363071428571429,0.299857142857143,0.00121428571428571,0.2155,0.143214285714286
"Reactome Response to elevated platelet cytosolic Ca2+",0,0.597932692307692,0.335096153846154,0.0610096153846154,0.404759615384615,0.711442307692308,0.0449519230769231,0.289615384615385,0.445144230769231,0.000192307692307692,0.243894230769231,0.263076923076923
"Reactome Rev-mediated nuclear export of HIV RNA",0,0.733888888888889,0.341666666666667,0.0801851851851852,0.505925925925926,0.801111111111111,0.0738888888888889,0.38037037037037,0.268333333333333,0,0.172037037037037,0.188333333333333
"Reactome Rho GTPase cycle",0,0.776714285714286,0.240571428571429,0.0771428571428571,0.4365,0.728571428571429,0.0565,0.369428571428571,0.528785714285714,0.000428571428571429,0.2915,0.131857142857143
"Reactome SRP-dependent cotranslational protein targeting to membrane",0,0.835083333333333,0.5405,0.0320833333333333,0.553916666666667,0.714833333333333,0.0885833333333333,0.178833333333333,0.248333333333333,8.33333333333333e-05,0.173333333333333,0.13275
"Reactome SUMO E3 ligases SUMOylate target proteins",0,0.655769230769231,0.287730769230769,0.0599615384615385,0.415615384615385,0.722384615384615,0.0964230769230769,0.344884615384615,0.291115384615385,5e-04,0.228423076923077,0.1455
"Reactome SUMOylation",0,0.663358208955224,0.294067164179105,0.0589179104477612,0.416791044776119,0.730671641791045,0.0986194029850746,0.335037313432836,0.297313432835821,0.000485074626865672,0.229141791044776,0.143768656716418
"Reactome SUMOylation of DNA damage response and repair proteins",0,0.629224137931034,0.280172413793103,0.0687931034482759,0.457155172413793,0.80698275862069,0.0878448275862069,0.3575,0.263879310344828,0,0.223793103448276,0.151293103448276
"Reactome Selenoamino acid metabolism",0,0.826545454545455,0.625818181818182,0.00454545454545455,0.612727272727273,0.725545454545454,0.0636363636363636,0.123090909090909,0.228,0.000454545454545455,0.189272727272727,0.103363636363636
"Reactome Selenocysteine synthesis",0,0.926190476190476,0.695357142857143,0.00547619047619048,0.652619047619048,0.724285714285714,0.0748809523809524,0.096547619047619,0.229761904761905,0.000119047619047619,0.168928571428571,0.116190476190476
"Reactome Signaling by Erythropoietin",0,0.8165,0.5435,0.206,0.4375,0.81275,0.0625,0.50975,0.50275,0.00125,0.3255,0.2805
"Reactome Signaling by NTRK1 (TRKA)",0,0.698560606060606,0.340151515151515,0.0387878787878788,0.423939393939394,0.764090909090909,0.0481060606060606,0.376666666666667,0.486893939393939,0.00159090909090909,0.330075757575758,0.134242424242424
"Reactome Signaling by TGF-beta Receptor Complex",0,0.790846153846154,0.285384615384615,0.0220769230769231,0.441538461538462,0.818846153846154,0.063,0.370692307692308,0.373153846153846,0.00469230769230769,0.275923076923077,0.158076923076923
"Reactome Signaling by VEGF",0,0.643313953488372,0.415639534883721,0.0872093023255814,0.409011627906977,0.773604651162791,0.097093023255814,0.375697674418605,0.5275,0.00267441860465116,0.290523255813953,0.144883720930233
"Reactome Signaling by the B Cell Receptor (BCR)",0,0.728693181818182,0.288238636363636,0.08375,0.409943181818182,0.824261363636364,0.0836363636363636,0.460909090909091,0.391193181818182,0.00409090909090909,0.225511363636364,0.173693181818182
"Reactome Signalling to ERKs",0,0.782037037037037,0.49,0.0809259259259259,0.445,0.792222222222222,0.0524074074074074,0.430555555555556,0.66962962962963,0.00203703703703704,0.297777777777778,0.147037037037037
"Reactome Signalling to RAS",0,0.760625,0.521875,0.039375,0.43,0.7875,0.0621875,0.5196875,0.7078125,0.0034375,0.26875,0.1540625
"Reactome Synthesis of PIPs at the plasma membrane",0,0.704428571428571,0.317857142857143,0.0982857142857143,0.336285714285714,0.793142857142857,0.0994285714285714,0.367571428571429,0.417714285714286,0.000714285714285714,0.313,0.120285714285714
"Reactome TBC/RABGAPs",0,0.743846153846154,0.224038461538462,0.0467307692307692,0.565769230769231,0.864038461538462,0.0826923076923077,0.481923076923077,0.511538461538461,0.000192307692307692,0.206923076923077,0.162884615384615
"Reactome TCR signaling",0,0.708804347826087,0.343097826086957,0.0811413043478261,0.487608695652174,0.800054347826087,0.075,0.414619565217391,0.405978260869565,0.0041304347826087,0.218804347826087,0.152554347826087
"Reactome TP53 Regulates Metabolic Genes",0,0.825232558139535,0.412906976744186,0.0696511627906977,0.383604651162791,0.814302325581395,0.0884883720930233,0.403720930232558,0.427558139534884,0.000930232558139535,0.381162790697674,0.116627906976744
"Reactome TRAF6 mediated NF-kB activation",0,0.822352941176471,0.349705882352941,0.121176470588235,0.450882352941176,0.773823529411765,0.134117647058824,0.396176470588235,0.362058823529412,0.0191176470588235,0.156470588235294,0.198235294117647
"Reactome TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",0,0.826136363636364,0.317651515151515,0.0604545454545455,0.504621212121212,0.791287878787879,0.0763636363636364,0.44719696969697,0.488787878787879,0.00568181818181818,0.239166666666667,0.0965909090909091
"Reactome TRIF(TICAM1)-mediated TLR4 signaling ",0,0.777222222222222,0.267986111111111,0.0401388888888889,0.499513888888889,0.817083333333333,0.0671527777777778,0.453680555555556,0.437638888888889,0.0129861111111111,0.234027777777778,0.126875
"Reactome The NLRP3 inflammasome",0,0.726428571428571,0.571428571428571,0.143571428571429,0.541071428571429,0.8125,0.174285714285714,0.380714285714286,0.545,0.00178571428571429,0.393571428571429,0.121785714285714
"Reactome Toll Like Receptor 10 (TLR10) Cascade",0,0.81491935483871,0.299516129032258,0.0487903225806452,0.482177419354839,0.777822580645161,0.0736290322580645,0.417741935483871,0.456693548387097,0.00596774193548387,0.248467741935484,0.102338709677419
"Reactome Toll Like Receptor 2 (TLR2) Cascade",0,0.786944444444444,0.339305555555556,0.0442361111111111,0.488611111111111,0.778541666666667,0.0879861111111111,0.465486111111111,0.500208333333333,0.00520833333333333,0.236388888888889,0.116111111111111
"Reactome Toll Like Receptor 3 (TLR3) Cascade",0,0.758260869565217,0.248188405797101,0.0406521739130435,0.480507246376812,0.822753623188406,0.0635507246376812,0.436231884057971,0.399057971014493,0.0134782608695652,0.239202898550725,0.124420289855072
"Reactome Toll Like Receptor 4 (TLR4) Cascade",0,0.752291666666667,0.333072916666667,0.0425520833333333,0.485625,0.797604166666667,0.0848958333333333,0.487864583333333,0.461354166666667,0.0102604166666667,0.235885416666667,0.137552083333333
"Reactome Toll Like Receptor 5 (TLR5) Cascade",0,0.81491935483871,0.299516129032258,0.0487903225806452,0.482177419354839,0.777822580645161,0.0736290322580645,0.417741935483871,0.456693548387097,0.00596774193548387,0.248467741935484,0.102338709677419
"Reactome Toll Like Receptor 7/8 (TLR7/8) Cascade",0,0.814253731343284,0.312910447761194,0.06,0.497537313432836,0.794402985074627,0.0752238805970149,0.441194029850746,0.49634328358209,0.00559701492537313,0.244029850746269,0.109776119402985
"Reactome Toll Like Receptor 9 (TLR9) Cascade",0,0.808714285714286,0.308857142857143,0.0574285714285714,0.508142857142857,0.803214285714286,0.0766428571428571,0.440357142857143,0.476,0.00542857142857143,0.238642857142857,0.112214285714286
"Reactome Toll Like Receptor TLR1:TLR2 Cascade",0,0.786944444444444,0.339305555555556,0.0442361111111111,0.488611111111111,0.778541666666667,0.0879861111111111,0.465486111111111,0.500208333333333,0.00520833333333333,0.236388888888889,0.116111111111111
"Reactome Toll Like Receptor TLR6:TLR2 Cascade",0,0.786760563380282,0.342394366197183,0.0448591549295775,0.495422535211268,0.782112676056338,0.0892253521126761,0.471549295774648,0.507112676056338,0.00528169014084507,0.227676056338028,0.116267605633803
"Reactome Toll-like Receptor Cascades",0,0.748376068376068,0.317820512820513,0.047991452991453,0.487264957264957,0.807649572649573,0.0796581196581197,0.451752136752137,0.448034188034188,0.00846153846153846,0.233589743589744,0.12965811965812
"Reactome Transcriptional regulation by small RNAs",0,0.739393939393939,0.267121212121212,0.0872727272727273,0.514090909090909,0.813181818181818,0.0986363636363636,0.360757575757576,0.242121212121212,0,0.183333333333333,0.180909090909091
"Reactome Translation initiation complex formation",0,0.904868421052632,0.673684210526316,0.0325,0.55578947368421,0.750657894736842,0.0794736842105263,0.137763157894737,0.291447368421053,0.000131578947368421,0.152236842105263,0.0971052631578947
"Reactome Translocation of SLC2A4 (GLUT4) to the plasma membrane",0,0.7,0.33,0.102857142857143,0.391785714285714,0.773333333333333,0.0997619047619048,0.349761904761905,0.428452380952381,0.000119047619047619,0.21,0.202738095238095
"Reactome Translocation of ZAP-70 to Immunological synapse",0,0.807727272727273,0.725454545454545,0.0277272727272727,0.756363636363636,0.581363636363636,0.0304545454545455,0.613636363636364,0.841818181818182,0.00136363636363636,0.290909090909091,0.296818181818182
"Reactome Transport of Mature Transcript to Cytoplasm",0,0.74375,0.256477272727273,0.0664772727272727,0.49,0.810340909090909,0.0836363636363636,0.377272727272727,0.234659090909091,0,0.128863636363636,0.22625
"Reactome Transport of Mature mRNA derived from an Intron-Containing Transcript",0,0.738375,0.282125,0.072375,0.51475,0.8225,0.087875,0.411,0.252875,0,0.13725,0.216625
"Reactome Transport of Mature mRNAs Derived from Intronless Transcripts",0,0.718103448275862,0.243275862068966,0.0639655172413793,0.515344827586207,0.782758620689655,0.0798275862068965,0.323620689655172,0.238793103448276,0,0.146034482758621,0.242068965517241
"Reactome Transport of Ribonucleoproteins into the Host Nucleus",0,0.665625,0.291458333333333,0.0827083333333333,0.566458333333333,0.782291666666667,0.0783333333333333,0.394375,0.270833333333333,0,0.139166666666667,0.193333333333333
"Reactome Transport of the SLBP Dependant Mature mRNA",0,0.722407407407407,0.261296296296296,0.0687037037037037,0.536111111111111,0.800925925925926,0.085,0.34537037037037,0.256111111111111,0,0.154444444444444,0.223148148148148
"Reactome Unfolded Protein Response (UPR)",0,0.665642857142857,0.226714285714286,0.0602857142857143,0.411785714285714,0.826714285714286,0.121857142857143,0.436571428571429,0.355571428571429,0.000214285714285714,0.207642857142857,0.172714285714286
"Reactome VEGFA-VEGFR2 Pathway",0,0.665253164556962,0.428417721518987,0.094873417721519,0.424113924050633,0.805759493670886,0.0827215189873418,0.398101265822785,0.546455696202532,0.00291139240506329,0.288544303797468,0.153607594936709
"Reactome Viral mRNA Translation",0,0.927093023255814,0.716627906976744,0.00569767441860465,0.682209302325581,0.711162790697674,0.0751162790697674,0.122558139534884,0.226279069767442,0.000116279069767442,0.198372093023256,0.118255813953488
"Reactome Vpr-mediated nuclear import of PICs",0,0.718,0.3576,0.0678,0.6144,0.7762,0.0742,0.3984,0.2716,0,0.1266,0.1844
"Reactome mRNA Splicing",0,0.697122641509434,0.257971698113208,0.0727830188679245,0.363443396226415,0.743820754716981,0.0852830188679245,0.307830188679245,0.207594339622642,4.71698113207547e-05,0.177311320754717,0.195424528301887
"Reactome mRNA Splicing - Major Pathway",0,0.694238095238095,0.25752380952381,0.0734761904761905,0.357380952380952,0.741380952380952,0.0858095238095238,0.303619047619048,0.205,4.76190476190476e-05,0.175809523809524,0.197142857142857
"Reactome p38MAPK events",0,0.805,0.604545454545454,0.0481818181818182,0.503636363636364,0.888636363636364,0.0727272727272727,0.563636363636364,0.786818181818182,0.005,0.250909090909091,0.177727272727273
"Reactome p75 NTR receptor-mediated signalling",0,0.752307692307692,0.241,0.0655384615384615,0.481538461538462,0.772307692307692,0.0923076923076923,0.407076923076923,0.419076923076923,0.00569230769230769,0.307,0.163923076923077
"Reactome rRNA modification in the nucleus and cytosol",0,0.839827586206897,0.488793103448276,0.0417241379310345,0.545344827586207,0.782241379310345,0.081551724137931,0.148103448275862,0.322931034482759,0.000344827586206897,0.144655172413793,0.200862068965517
"Reactome rRNA processing in the nucleus and cytosol",0,0.8796875,0.5403125,0.0238020833333333,0.58703125,0.752239583333333,0.0711458333333333,0.180104166666667,0.281510416666667,0.000260416666666667,0.143854166666667,0.18265625
"Reactome tRNA processing",0,0.77,0.314672131147541,0.0368032786885246,0.517540983606557,0.747377049180328,0.0801639344262295,0.419098360655738,0.261475409836066,8.19672131147541e-05,0.166311475409836,0.162540983606557
"Reactome tRNA processing in the nucleus",0,0.743026315789474,0.326052631578947,0.0447368421052632,0.504342105263158,0.755921052631579,0.0892105263157895,0.436973684210526,0.220526315789474,0,0.158947368421053,0.194736842105263
"Reactome trans-Golgi Network Vesicle Budding",0,0.803571428571429,0.292959183673469,0.0954081632653061,0.417040816326531,0.863571428571429,0.1,0.460102040816327,0.365816326530612,0.000714285714285714,0.229591836734694,0.132244897959184
