"","HA_HB","HA_HI","HA_HL","HA_HS","HA_HT","HA_MA","HA_MB","HA_MI","HA_ML","HA_MS","HA_MT","HB_HI","HB_HL","HB_HS","HB_HT","HB_MA","HB_MB","HB_MI","HB_ML","HB_MS","HB_MT","HI_HL","HI_HS","HI_HT","HI_MA","HI_MB","HI_MI","HI_ML","HI_MS","HI_MT","HL_HS","HL_HT","HL_MA","HL_MB","HL_MI","HL_ML","HL_MS","HL_MT","HS_HT","HS_MA","HS_MB","HS_MI","HS_ML","HS_MS","HS_MT","HT_MA","HT_MB","HT_MI","HT_ML","HT_MS","HT_MT","MA_MB","MA_MI","MA_ML","MA_MS","MA_MT","MB_MI","MB_ML","MB_MS","MB_MT","MI_ML","MI_MS","MI_MT","ML_MS","ML_MT","MS_MT"
"Reactome C-type lectin receptors (CLRs)",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.396039603960396,0.0297029702970297,0.0297029702970297,0.0297029702970297,0.920792079207921,0.0396039603960396,0.0198019801980198,0.0099009900990099,0.0099009900990099,0.425742574257426,0.188118811881188,0.0099009900990099,0.0396039603960396,0.95049504950495,0.495049504950495,0.0396039603960396,0.0198019801980198,0.267326732673267,0.851485148514851,0.0396039603960396,1,0.801980198019802,0.0891089108910891,0.0099009900990099,0.227722772277228,0.168316831683168,0.0099009900990099,0.0594059405940594,0.99009900990099,0.217821782178218,0.128712871287129,0.0396039603960396,0.0198019801980198,0.0792079207920792,0.95049504950495,0.0693069306930693,0.425742574257426,0.118811881188119,0.0396039603960396,1,0.99009900990099,0.0297029702970297,0.0099009900990099,0.0396039603960396,0.0099009900990099,0.099009900990099,1,0.623762376237624,1,1,0.0297029702970297
"Reactome CD209 (DC-SIGN) signaling",1,1,1,1,1,1,1,1,1,1,1,0.0198019801980198,0.0495049504950495,0.0099009900990099,0.0099009900990099,0.0594059405940594,0.237623762376238,0.0297029702970297,0.0198019801980198,0.643564356435644,0.465346534653465,0.158415841584158,0.0099009900990099,0.0099009900990099,0.524752475247525,0.0495049504950495,0.0099009900990099,0.0396039603960396,0.900990099009901,0.584158415841584,0.108910891089109,0.0792079207920792,0.0792079207920792,0.237623762376238,0.376237623762376,0.0099009900990099,1,0.0297029702970297,0.0099009900990099,0.0198019801980198,0.128712871287129,0.0297029702970297,0.0297029702970297,1,0.584158415841584,0.0495049504950495,0.138613861386139,0.0792079207920792,0.0495049504950495,0.524752475247525,0.811881188118812,0.485148514851485,0.376237623762376,0.0198019801980198,0.742574257425743,1,0.0396039603960396,0.0297029702970297,0.514851485148515,0.920792079207921,0.0396039603960396,0.98019801980198,0.485148514851485,1,1,1
"Reactome CLEC7A (Dectin-1) signaling",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.0198019801980198,0.0099009900990099,0.0099009900990099,0.376237623762376,0.0297029702970297,0.128712871287129,0.0198019801980198,0.871287128712871,0.0495049504950495,0.207920792079208,0.0099009900990099,0.0198019801980198,0.485148514851485,0.653465346534653,0.0099009900990099,0.0396039603960396,0.792079207920792,0.663366336633663,0.0594059405940594,0.0792079207920792,0.386138613861386,0.702970297029703,0.0792079207920792,1,0.633663366336634,0.0891089108910891,0.0198019801980198,0.287128712871287,0.326732673267327,0.0198019801980198,0.0198019801980198,0.920792079207921,0.168316831683168,0.198019801980198,0.0297029702970297,0.0495049504950495,0.099009900990099,0.900990099009901,0.0495049504950495,0.445544554455446,0.425742574257426,0.0297029702970297,0.99009900990099,1,0.257425742574257,0.0198019801980198,0.0594059405940594,0.0198019801980198,0.0693069306930693,1,0.762376237623762,1,1,0.0198019801980198
"Reactome Cap-dependent Translation Initiation",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.247524752475248,0.0099009900990099,0.0099009900990099,1,1,0.0198019801980198,1,0.99009900990099,0.0099009900990099,0.346534653465347,0.0099009900990099,0.0099009900990099,1,1,0.0396039603960396,1,0.574257425742574,0.0297029702970297,0.475247524752475,0.554455445544555,1,0.267326732673267,0.0297029702970297,1,0.782178217821782,0.0891089108910891,0.0099009900990099,0.99009900990099,0.891089108910891,0.0297029702970297,1,0.742574257425743,0.0198019801980198,1,0.930693069306931,0.0099009900990099,0.554455445544555,0.98019801980198,0.267326732673267,0.0099009900990099,0.782178217821782,1,0.415841584158416,1,0.297029702970297,1,1,0.752475247524752,1,0.98019801980198,0.603960396039604,1,1,0.940594059405941
"Reactome Cell death signalling via NRAGE, NRIF and NADE",1,1,1,1,1,1,1,1,1,1,1,0.0198019801980198,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.405940594059406,0.0198019801980198,0.0099009900990099,0.0198019801980198,0.920792079207921,0.574257425742574,0.0693069306930693,0.0099009900990099,0.099009900990099,0.108910891089109,0.0099009900990099,0.128712871287129,0.0198019801980198,0.514851485148515,0.326732673267327,0.0099009900990099,0.0198019801980198,0.099009900990099,0.0594059405940594,0.0198019801980198,1,0.495049504950495,1,0.0099009900990099,0.306930693069307,0.0198019801980198,0.0099009900990099,0.0198019801980198,0.752475247524752,0.386138613861386,0.594059405940594,0.0594059405940594,0.0198019801980198,0.267326732673267,0.673267326732673,0.564356435643564,0.0594059405940594,0.0297029702970297,0.0198019801980198,1,0.940594059405941,0.0099009900990099,0.0099009900990099,0.198019801980198,0.198019801980198,0.237623762376238,1,0.564356435643564,1,1,0.455445544554455
"Reactome Cell surface interactions at the vascular wall",1,1,1,1,0.0297029702970297,1,1,1,1,1,1,0.0099009900990099,0.277227722772277,0.0099009900990099,0.0099009900990099,0.0594059405940594,0.0099009900990099,0.0099009900990099,0.138613861386139,0.98019801980198,0.0099009900990099,0.217821782178218,0.0099009900990099,0.0099009900990099,0.0693069306930693,0.0099009900990099,0.0099009900990099,0.0693069306930693,0.97029702970297,0.0099009900990099,0.277227722772277,0.366336633663366,0.168316831683168,0.861386138613861,0.0495049504950495,1,0.188118811881188,0.297029702970297,0.0099009900990099,0.0297029702970297,0.0099009900990099,0.0099009900990099,0.0693069306930693,0.96039603960396,0.0198019801980198,0.504950495049505,0.0099009900990099,0.0099009900990099,0.128712871287129,1,0.0099009900990099,0.128712871287129,0.0297029702970297,1,0.851485148514851,0.702970297029703,0.0297029702970297,0.0297029702970297,0.0891089108910891,0.0396039603960396,0.0693069306930693,0.99009900990099,0.0099009900990099,0.356435643564356,0.0495049504950495,0.405940594059406
"Reactome Cell-extracellular matrix interactions",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0198019801980198,0.930693069306931,0.099009900990099,0.0099009900990099,1,0.99009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.623762376237624,0.118811881188119,0.0198019801980198,1,0.623762376237624,0.0099009900990099,0.0198019801980198,0.0099009900990099,0.247524752475248,0.0198019801980198,0.0297029702970297,1,1,0.0594059405940594,0.0099009900990099,0.603960396039604,0.237623762376238,0.0099009900990099,1,0.99009900990099,0.0099009900990099,0.96039603960396,0.346534653465347,0.0099009900990099,1,0.762376237623762,0.0099009900990099,0.792079207920792,0.653465346534653,1,0.940594059405941,0.702970297029703,0.188118811881188,1,0.0693069306930693,0.178217821782178,1,1,0.0099009900990099,1,1,0.940594059405941
"Reactome Cellular Senescence",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.0198019801980198,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.188118811881188,0.95049504950495,0.207920792079208,0.0198019801980198,0.0099009900990099,0.0099009900990099,0.227722772277228,0.0099009900990099,0.0099009900990099,0.108910891089109,0.871287128712871,0.099009900990099,0.346534653465347,0.0396039603960396,0.217821782178218,0.118811881188119,0.148514851485149,1,0.930693069306931,0.198019801980198,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0693069306930693,0.792079207920792,0.128712871287129,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.178217821782178,0.930693069306931,0.455445544554455,0.0099009900990099,0.0198019801980198,0.148514851485149,0.277227722772277,0.722772277227723,0.0099009900990099,0.0594059405940594,0.247524752475248,0.0396039603960396,0.108910891089109,1,0.267326732673267,1,1,0.277227722772277
"Reactome Cellular response to heat stress",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.801980198019802,0.0297029702970297,0.0297029702970297,0.128712871287129,0.356435643564356,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.891089108910891,0.198019801980198,0.0099009900990099,0.0297029702970297,0.0594059405940594,0.158415841584158,0.0396039603960396,0.0297029702970297,0.623762376237624,0.138613861386139,0.0099009900990099,1,0.118811881188119,0.0891089108910891,0.0099009900990099,0.762376237623762,0.099009900990099,0.0099009900990099,0.0792079207920792,0.287128712871287,0.0099009900990099,0.891089108910891,0.0792079207920792,0.227722772277228,0.198019801980198,0.653465346534653,0.0396039603960396,0.099009900990099,0.97029702970297,1,1,1,0.168316831683168,0.108910891089109,0.415841584158416,0.257425742574257,0.0594059405940594,0.544554455445545,0.0198019801980198,1,1,0.099009900990099
"Reactome Costimulation by the CD28 family",0.0297029702970297,1,1,0.0198019801980198,1,1,1,1,1,1,1,0.0099009900990099,0.554455445544555,0.0099009900990099,0.0099009900990099,0.811881188118812,0.0099009900990099,0.0099009900990099,1,0.98019801980198,0.0198019801980198,0.455445544554455,0.0099009900990099,0.0198019801980198,0.762376237623762,0.0297029702970297,0.0099009900990099,1,0.841584158415842,0.0594059405940594,0.524752475247525,0.762376237623762,0.702970297029703,0.504950495049505,0.465346534653465,1,0.534653465346535,0.435643564356436,0.0099009900990099,0.772277227722772,0.0099009900990099,0.0099009900990099,1,0.900990099009901,0.0792079207920792,0.772277227722772,0.0594059405940594,0.108910891089109,1,0.811881188118812,0.138613861386139,0.534653465346535,0.544554455445545,1,1,0.910891089108911,0.0099009900990099,0.0495049504950495,0.0396039603960396,0.0693069306930693,0.0792079207920792,0.871287128712871,0.0396039603960396,0.178217821782178,1,0.188118811881188
"Reactome Cytosolic sensors of pathogen-associated DNA ",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.0396039603960396,0.0099009900990099,0.0099009900990099,0.0792079207920792,0.0594059405940594,0.0099009900990099,0.0693069306930693,0.762376237623762,0.534653465346535,0.178217821782178,0.0099009900990099,0.0396039603960396,0.336633663366337,0.0198019801980198,0.0099009900990099,0.0198019801980198,0.148514851485149,0.693069306930693,0.0891089108910891,0.0594059405940594,0.0792079207920792,0.386138613861386,0.356435643564356,1,0.782178217821782,0.405940594059406,0.0099009900990099,0.0693069306930693,0.0297029702970297,0.0099009900990099,0.0891089108910891,0.920792079207921,0.455445544554455,0.138613861386139,0.168316831683168,0.0099009900990099,0.0099009900990099,0.920792079207921,0.504950495049505,0.316831683168317,0.287128712871287,0.0396039603960396,1,1,0.0099009900990099,0.0198019801980198,0.0198019801980198,0.0198019801980198,0.0495049504950495,0.415841584158416,0.158415841584158,1,1,0.396039603960396
"Reactome DAP12 interactions",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.217821782178218,0.0099009900990099,0.0099009900990099,0.257425742574257,0.0198019801980198,0.0099009900990099,0.336633663366337,0.722772277227723,0.0099009900990099,0.435643564356436,0.0099009900990099,0.0099009900990099,0.227722772277228,0.128712871287129,0.0198019801980198,0.0693069306930693,0.524752475247525,0.128712871287129,0.326732673267327,0.386138613861386,0.376237623762376,0.445544554455446,0.386138613861386,1,0.178217821782178,0.0891089108910891,0.0198019801980198,0.544554455445545,0.0099009900990099,0.0099009900990099,1,0.633663366336634,0.0495049504950495,0.257425742574257,0.0198019801980198,0.0099009900990099,0.316831683168317,0.732673267326733,0.0099009900990099,0.98019801980198,0.217821782178218,1,0.594059405940594,0.277227722772277,0.0297029702970297,0.178217821782178,0.0396039603960396,0.0495049504950495,0.0099009900990099,0.98019801980198,0.0792079207920792,1,1,0.198019801980198
"Reactome DAP12 signaling",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.237623762376238,0.0099009900990099,0.0198019801980198,0.188118811881188,0.0198019801980198,0.0198019801980198,0.188118811881188,0.683168316831683,0.0099009900990099,0.396039603960396,0.0099009900990099,0.0297029702970297,0.247524752475248,0.198019801980198,0.0198019801980198,0.0594059405940594,0.405940594059406,0.158415841584158,0.237623762376238,0.425742574257426,0.396039603960396,0.475247524752475,0.386138613861386,1,0.831683168316832,0.0693069306930693,0.0198019801980198,0.495049504950495,0.0396039603960396,0.0099009900990099,1,0.643564356435644,0.0792079207920792,0.178217821782178,0.0396039603960396,0.0099009900990099,0.386138613861386,0.663366336633663,0.0396039603960396,0.98019801980198,0.148514851485149,1,0.544554455445545,0.396039603960396,0.118811881188119,0.128712871287129,0.0297029702970297,0.0297029702970297,0.0099009900990099,0.99009900990099,0.118811881188119,1,1,0.108910891089109
"Reactome Death Receptor Signalling",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0297029702970297,0.0099009900990099,0.0099009900990099,0.0594059405940594,0.841584158415842,0.148514851485149,0.237623762376238,0.0099009900990099,0.0099009900990099,0.108910891089109,0.0099009900990099,0.0099009900990099,0.0495049504950495,0.277227722772277,0.445544554455446,0.0099009900990099,0.0099009900990099,0.0495049504950495,0.0693069306930693,0.0099009900990099,0.0396039603960396,0.871287128712871,0.98019801980198,0.0099009900990099,0.0396039603960396,0.0099009900990099,0.0099009900990099,0.0594059405940594,0.574257425742574,0.0792079207920792,0.099009900990099,0.0297029702970297,0.0099009900990099,0.108910891089109,0.326732673267327,0.346534653465347,0.118811881188119,0.0198019801980198,0.0495049504950495,0.96039603960396,0.663366336633663,0.0099009900990099,0.0099009900990099,0.316831683168317,0.0495049504950495,0.0396039603960396,1,0.376237623762376,1,0.237623762376238,0.0891089108910891
"Reactome Defensins",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.247524752475248,0.0099009900990099,0.0099009900990099,0.0396039603960396,0.0495049504950495,0.0198019801980198,0.099009900990099,0.316831683168317,0.217821782178218,0.198019801980198,0.0099009900990099,0.0099009900990099,0.0594059405940594,0.0198019801980198,0.0099009900990099,1,1,0.188118811881188,0.247524752475248,0.247524752475248,0.237623762376238,0.0792079207920792,0.217821782178218,1,0.0198019801980198,0.108910891089109,0.0099009900990099,0.0297029702970297,0.0297029702970297,0.0099009900990099,1,0.485148514851485,0.148514851485149,0.0099009900990099,0.099009900990099,0.0099009900990099,0.0891089108910891,0.801980198019802,0.326732673267327,0.0693069306930693,0.0198019801980198,1,0.356435643564356,0.663366336633663,0.0297029702970297,1,0.207920792079208,0.0495049504950495,1,1,0.297029702970297,1,1,0.138613861386139
"Reactome Diseases associated with the TLR signaling cascade",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.207920792079208,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0396039603960396,0.0099009900990099,0.0396039603960396,0.693069306930693,0.99009900990099,0.366336633663366,0.0099009900990099,0.0099009900990099,0.0297029702970297,0.0396039603960396,0.0099009900990099,0.0594059405940594,0.435643564356436,0.603960396039604,0.178217821782178,0.227722772277228,0.099009900990099,0.297029702970297,0.366336633663366,1,1,1,0.0099009900990099,0.0198019801980198,0.0099009900990099,0.0099009900990099,0.0198019801980198,0.762376237623762,0.415841584158416,0.0099009900990099,0.0792079207920792,0.0099009900990099,0.0297029702970297,0.752475247524752,0.98019801980198,0.0099009900990099,0.0099009900990099,0.0297029702970297,0.96039603960396,1,0.0198019801980198,0.0495049504950495,0.198019801980198,0.0099009900990099,0.0297029702970297,1,0.653465346534653,1,1,0.881188118811881
"Reactome Diseases of Immune System",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.178217821782178,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0396039603960396,0.0099009900990099,0.0594059405940594,0.722772277227723,0.97029702970297,0.356435643564356,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0198019801980198,0.0099009900990099,0.0495049504950495,0.544554455445545,0.415841584158416,0.198019801980198,0.257425742574257,0.148514851485149,0.386138613861386,0.455445544554455,1,1,1,0.0099009900990099,0.0198019801980198,0.0099009900990099,0.0099009900990099,0.0198019801980198,0.821782178217822,0.386138613861386,0.0099009900990099,0.0396039603960396,0.0099009900990099,0.0297029702970297,0.772277227722772,1,0.0396039603960396,0.0099009900990099,0.0396039603960396,0.98019801980198,1,0.0297029702970297,0.0693069306930693,0.148514851485149,0.0495049504950495,0.0495049504950495,1,0.594059405940594,1,1,0.871287128712871
"Reactome Downstream TCR signaling",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.485148514851485,0.0099009900990099,0.0099009900990099,0.415841584158416,0.0099009900990099,0.0198019801980198,0.0594059405940594,0.881188118811881,0.0594059405940594,0.653465346534653,0.0099009900990099,0.0099009900990099,0.851485148514851,0.0099009900990099,0.0099009900990099,0.0594059405940594,0.495049504950495,0.128712871287129,0.207920792079208,0.366336633663366,0.257425742574257,0.653465346534653,0.326732673267327,1,0.415841584158416,0.376237623762376,0.0099009900990099,0.207920792079208,0.0099009900990099,0.0099009900990099,0.0396039603960396,0.940594059405941,0.0099009900990099,0.198019801980198,0.0099009900990099,0.227722772277228,0.108910891089109,0.940594059405941,0.0693069306930693,0.346534653465347,0.732673267326733,0.0297029702970297,1,1,0.0099009900990099,0.0099009900990099,0.148514851485149,0.0396039603960396,0.0693069306930693,0.871287128712871,0.0693069306930693,1,1,0.148514851485149
"Reactome Downstream signaling events of B Cell Receptor (BCR)",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.0495049504950495,0.0099009900990099,0.0099009900990099,0.316831683168317,0.0396039603960396,0.455445544554455,0.099009900990099,0.465346534653465,0.0198019801980198,0.227722772277228,0.0099009900990099,0.158415841584158,0.653465346534653,0.504950495049505,0.0891089108910891,0.0396039603960396,0.188118811881188,0.574257425742574,0.0495049504950495,0.0594059405940594,0.237623762376238,0.673267326732673,0.237623762376238,1,0.247524752475248,0.0297029702970297,0.0099009900990099,0.138613861386139,0.0693069306930693,0.0198019801980198,0.0297029702970297,0.693069306930693,0.138613861386139,0.198019801980198,0.0297029702970297,0.396039603960396,0.0594059405940594,0.762376237623762,0.0297029702970297,0.534653465346535,0.712871287128713,0.0792079207920792,1,1,0.158415841584158,0.0594059405940594,0.237623762376238,0.0198019801980198,0.0693069306930693,0.96039603960396,0.663366336633663,1,1,0.128712871287129
"Reactome Early Phase of HIV Life Cycle",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.306930693069307,0.0792079207920792,0.0891089108910891,0.594059405940594,0.0099009900990099,0.0396039603960396,1,0.148514851485149,0.0693069306930693,0.613861386138614,0.0099009900990099,0.297029702970297,0.673267326732673,0.0198019801980198,0.108910891089109,1,0.138613861386139,0.128712871287129,0.425742574257426,0.247524752475248,1,0.188118811881188,0.425742574257426,1,0.128712871287129,1,0.455445544554455,0.762376237623762,0.099009900990099,0.366336633663366,1,0.544554455445545,0.099009900990099,0.752475247524752,0.188118811881188,0.0792079207920792,1,0.396039603960396,0.475247524752475,0.376237623762376,0.495049504950495,1,1,0.485148514851485,0.0693069306930693,1,0.0693069306930693,0.0693069306930693,1,0.267326732673267,0.0396039603960396,1,1,0.346534653465347
"Reactome Endosomal/Vacuolar pathway",1,1,1,1,1,1,1,1,1,1,1,1,0.188118811881188,0.742574257425743,0.0396039603960396,0.346534653465347,1,0.96039603960396,1,0.0792079207920792,0.0099009900990099,1,0.316831683168317,0.96039603960396,1,0.475247524752475,0.594059405940594,0.0396039603960396,0.940594059405941,0.851485148514851,1,0.0792079207920792,0.0099009900990099,0.465346534653465,0.0396039603960396,1,0.386138613861386,0.168316831683168,0.772277227722772,0.603960396039604,0.207920792079208,0.881188118811881,1,0.732673267326733,0.396039603960396,0.207920792079208,1,0.118811881188119,1,0.0594059405940594,0.0099009900990099,1,0.0693069306930693,1,0.554455445544555,0.168316831683168,0.683168316831683,1,0.217821782178218,1,0.0198019801980198,1,0.0396039603960396,1,1,0.0396039603960396
"Reactome Energy dependent regulation of mTOR by LKB1-AMPK",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.0198019801980198,0.0198019801980198,0.0099009900990099,0.396039603960396,0.0099009900990099,0.475247524752475,0.0891089108910891,0.336633663366337,0.188118811881188,0.118811881188119,0.0099009900990099,0.0099009900990099,0.148514851485149,0.0099009900990099,0.148514851485149,0.0297029702970297,1,0.297029702970297,0.0891089108910891,0.0495049504950495,1,0.0297029702970297,0.455445544554455,1,0.0891089108910891,0.0396039603960396,0.0198019801980198,0.207920792079208,0.0396039603960396,0.267326732673267,0.0297029702970297,0.287128712871287,0.227722772277228,0.0495049504950495,0.0099009900990099,0.297029702970297,0.099009900990099,0.386138613861386,0.316831683168317,0.217821782178218,0.0198019801980198,0.0594059405940594,0.881188118811881,1,0.138613861386139,1,0.108910891089109,0.108910891089109,1,1,0.554455445544555,1,1,0.148514851485149
"Reactome Eukaryotic Translation Elongation",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.336633663366337,0.0099009900990099,0.0099009900990099,1,0.96039603960396,0.0297029702970297,1,0.96039603960396,0.0396039603960396,0.891089108910891,0.0099009900990099,0.0099009900990099,1,0.831683168316832,0.0891089108910891,1,0.574257425742574,0.0495049504950495,0.96039603960396,0.643564356435644,1,0.0099009900990099,0.0099009900990099,1,0.95049504950495,1,0.0099009900990099,0.98019801980198,0.871287128712871,0.0198019801980198,1,0.702970297029703,0.0396039603960396,1,0.930693069306931,0.0198019801980198,0.465346534653465,0.792079207920792,0.287128712871287,0.099009900990099,1,1,0.297029702970297,1,0.0396039603960396,1,0.99009900990099,0.801980198019802,1,1,0.495049504950495,1,1,0.891089108910891
"Reactome Eukaryotic Translation Initiation",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.168316831683168,0.0099009900990099,0.0099009900990099,1,1,0.0198019801980198,1,0.99009900990099,0.0198019801980198,0.237623762376238,0.0099009900990099,0.0099009900990099,1,0.96039603960396,0.0297029702970297,1,0.683168316831683,0.0792079207920792,0.544554455445545,0.633663366336634,1,0.257425742574257,0.0792079207920792,1,0.772277227722772,0.108910891089109,0.0099009900990099,0.99009900990099,0.881188118811881,0.0396039603960396,1,0.851485148514851,0.0099009900990099,1,0.940594059405941,0.0099009900990099,0.485148514851485,0.99009900990099,0.198019801980198,0.0396039603960396,0.851485148514851,1,0.435643564356436,1,0.287128712871287,1,1,0.613861386138614,1,0.920792079207921,0.495049504950495,1,1,0.861386138613861
"Reactome Eukaryotic Translation Termination",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.97029702970297,0.0099009900990099,0.0099009900990099,1,0.96039603960396,0.0792079207920792,0.534653465346535,0.95049504950495,0.0297029702970297,0.930693069306931,0.0099009900990099,0.0099009900990099,1,0.702970297029703,0.0693069306930693,0.217821782178218,0.584158415841584,0.0693069306930693,0.940594059405941,0.693069306930693,1,0.168316831683168,0.415841584158416,1,0.97029702970297,0.881188118811881,0.0099009900990099,0.920792079207921,0.801980198019802,0.0297029702970297,1,0.772277227722772,0.0594059405940594,1,0.95049504950495,0.0297029702970297,1,0.97029702970297,0.326732673267327,0.148514851485149,1,1,0.287128712871287,1,0.0891089108910891,0.099009900990099,1,0.118811881188119,1,0.554455445544555,0.0792079207920792,1,1,0.920792079207921
"Reactome Export of Viral Ribonucleoproteins from Nucleus",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.0495049504950495,0.0099009900990099,0.0099009900990099,0.801980198019802,0.168316831683168,0.356435643564356,1,0.0693069306930693,0.0198019801980198,0.386138613861386,0.0099009900990099,0.0099009900990099,0.95049504950495,0.594059405940594,0.267326732673267,1,0.415841584158416,0.0693069306930693,0.138613861386139,0.0396039603960396,1,0.267326732673267,0.178217821782178,1,0.168316831683168,0.108910891089109,0.0099009900990099,0.891089108910891,0.178217821782178,0.0693069306930693,1,0.257425742574257,0.0198019801980198,0.831683168316832,0.148514851485149,0.603960396039604,1,0.178217821782178,0.0099009900990099,0.346534653465347,0.97029702970297,1,0.99009900990099,0.95049504950495,0.366336633663366,1,0.108910891089109,0.346534653465347,1,0.346534653465347,0.0396039603960396,1,1,0.108910891089109
"Reactome FCERI mediated Ca+2 mobilization",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.0792079207920792,0.0099009900990099,0.0099009900990099,0.376237623762376,0.0396039603960396,0.0099009900990099,0.326732673267327,1,0.0099009900990099,0.306930693069307,0.0099009900990099,0.0099009900990099,0.346534653465347,0.475247524752475,0.0099009900990099,1,0.95049504950495,0.0693069306930693,0.326732673267327,0.108910891089109,0.425742574257426,0.514851485148515,0.297029702970297,1,1,0.0495049504950495,0.0099009900990099,0.564356435643564,0.376237623762376,0.0099009900990099,1,1,0.0297029702970297,0.425742574257426,0.0297029702970297,0.0099009900990099,0.415841584158416,1,0.0099009900990099,0.920792079207921,0.188118811881188,1,0.831683168316832,0.485148514851485,0.0594059405940594,0.158415841584158,0.0891089108910891,0.0198019801980198,0.168316831683168,1,0.0198019801980198,1,1,0.386138613861386
"Reactome FCERI mediated MAPK activation",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.118811881188119,0.0099009900990099,0.0099009900990099,0.257425742574257,0.118811881188119,0.0099009900990099,0.336633663366337,1,0.0297029702970297,0.267326732673267,0.0099009900990099,0.0099009900990099,0.247524752475248,0.564356435643564,0.0099009900990099,1,0.97029702970297,0.108910891089109,0.297029702970297,0.306930693069307,0.0594059405940594,0.673267326732673,0.326732673267327,1,0.910891089108911,0.099009900990099,0.0099009900990099,0.366336633663366,0.287128712871287,0.0099009900990099,1,0.99009900990099,0.0594059405940594,0.138613861386139,0.0792079207920792,0.0099009900990099,0.316831683168317,1,0.0198019801980198,0.455445544554455,0.128712871287129,1,1,0.287128712871287,0.148514851485149,0.178217821782178,0.0297029702970297,0.188118811881188,0.138613861386139,1,0.118811881188119,1,1,0.346534653465347
"Reactome FCERI mediated NF-kB activation",1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.455445544554455,0.0099009900990099,0.0099009900990099,0.415841584158416,0.0099009900990099,0.306930693069307,0.0198019801980198,0.653465346534653,0.207920792079208,0.574257425742574,0.0099009900990099,0.0297029702970297,0.782178217821782,0.207920792079208,0.0198019801980198,0.0891089108910891,0.534653465346535,0.445544554455446,0.148514851485149,0.306930693069307,0.287128712871287,0.475247524752475,0.188118811881188,1,0.376237623762376,0.405940594059406,0.0099009900990099,0.207920792079208,0.0297029702970297,0.0198019801980198,0.0396039603960396,0.920792079207921,0.138613861386139,0.198019801980198,0.0198019801980198,0.158415841584158,0.108910891089109,0.831683168316832,0.0297029702970297,0.326732673267327,0.693069306930693,0.0198019801980198,0.98019801980198,1,0.247524752475248,0.0099009900990099,0.128712871287129,0.168316831683168,0.0693069306930693,0.98019801980198,0.138613861386139,1,1,0.138613861386139
