"","HA_HB","HA_HI","HA_HL","HA_HS","HA_HT","HA_MA","HA_MB","HA_MI","HA_ML","HA_MS","HA_MT","HB_HI","HB_HL","HB_HS","HB_HT","HB_MA","HB_MB","HB_MI","HB_ML","HB_MS","HB_MT","HI_HL","HI_HS","HI_HT","HI_MA","HI_MB","HI_MI","HI_ML","HI_MS","HI_MT","HL_HS","HL_HT","HL_MA","HL_MB","HL_MI","HL_ML","HL_MS","HL_MT","HS_HT","HS_MA","HS_MB","HS_MI","HS_ML","HS_MS","HS_MT","HT_MA","HT_MB","HT_MI","HT_ML","HT_MS","HT_MT","MA_MB","MA_MI","MA_ML","MA_MS","MA_MT","MB_MI","MB_ML","MB_MS","MB_MT","MI_ML","MI_MS","MI_MT","ML_MS","ML_MT","MS_MT"
"Reactome C-type lectin receptors (CLRs)",1,1,1,1,1,1,1,1,1,1,1,1,0.603960396039604,1,1,0.118811881188119,0.336633663366337,0.782178217821782,1,0.455445544554455,0.504950495049505,0.346534653465347,1,0.99009900990099,0.0693069306930693,0.148514851485149,1,1,0.0099009900990099,0.396039603960396,0.306930693069307,0.405940594059406,0.821782178217822,0.0792079207920792,0.465346534653465,0.0693069306930693,0.0099009900990099,0.0594059405940594,0.97029702970297,0.0495049504950495,0.772277227722772,0.752475247524752,0.306930693069307,0.0792079207920792,0.287128712871287,0.178217821782178,0.0792079207920792,0.96039603960396,0.0594059405940594,0.0495049504950495,0.297029702970297,0.158415841584158,0.574257425742574,1,0.0792079207920792,0.0693069306930693,0.336633663366337,0.0396039603960396,0.99009900990099,0.732673267326733,1,0.0099009900990099,0.0792079207920792,1,0.118811881188119,0.851485148514851
"Reactome CD209 (DC-SIGN) signaling",1,1,1,1,1,1,1,1,1,1,1,1,0.217821782178218,1,0.99009900990099,0.742574257425743,0.386138613861386,0.633663366336634,1,0.683168316831683,0.178217821782178,0.118811881188119,1,0.782178217821782,0.396039603960396,0.356435643564356,0.881188118811881,1,0.425742574257426,0.564356435643564,0.356435643564356,0.158415841584158,1,0.108910891089109,0.297029702970297,1,1,0.0594059405940594,0.742574257425743,0.435643564356436,0.346534653465347,0.603960396039604,1,0.306930693069307,0.227722772277228,0.831683168316832,0.297029702970297,0.554455445544555,1,0.742574257425743,0.099009900990099,0.267326732673267,0.227722772277228,1,0.485148514851485,0.099009900990099,0.811881188118812,0.0693069306930693,0.742574257425743,0.108910891089109,1,0.0891089108910891,0.544554455445545,1,0.0198019801980198,0.326732673267327
"Reactome CLEC7A (Dectin-1) signaling",1,1,1,1,1,1,1,1,1,1,1,1,0.594059405940594,1,1,0.138613861386139,0.287128712871287,0.792079207920792,1,0.445544554455446,0.306930693069307,0.415841584158416,1,0.99009900990099,0.0594059405940594,0.267326732673267,0.930693069306931,1,0.0198019801980198,0.217821782178218,0.297029702970297,0.613861386138614,0.712871287128713,0.138613861386139,0.415841584158416,0.0594059405940594,0.0891089108910891,0.0495049504950495,0.99009900990099,0.0297029702970297,0.801980198019802,0.782178217821782,0.287128712871287,0.297029702970297,0.148514851485149,0.168316831683168,0.0891089108910891,0.940594059405941,0.0297029702970297,0.0396039603960396,0.207920792079208,0.178217821782178,0.356435643564356,1,0.0396039603960396,0.0495049504950495,0.326732673267327,0.138613861386139,0.920792079207921,0.861386138613861,1,0.0099009900990099,0.0198019801980198,1,0.0891089108910891,1
"Reactome Cap-dependent Translation Initiation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.841584158415842,1,0.475247524752475,0.663366336633663,1,0.772277227722772,0.98019801980198,0.99009900990099,0.0594059405940594,0.534653465346535,0.96039603960396,0.306930693069307,0.485148514851485,0.99009900990099,1,1,0.376237623762376,0.96039603960396,1,1,0.267326732673267,0.128712871287129,1,0.0891089108910891,0.930693069306931,0.95049504950495,0.306930693069307,0.693069306930693,1,0.0099009900990099,0.811881188118812,1,1,0.653465346534653,0.99009900990099,0.495049504950495,0.158415841584158,1,0.613861386138614,0.188118811881188,0.534653465346535,1,0.128712871287129,1,0.227722772277228,0.247524752475248,0.891089108910891,1,1,0.306930693069307
"Reactome Cell death signalling via NRAGE, NRIF and NADE",1,1,1,1,1,1,1,1,1,1,1,0.99009900990099,0.97029702970297,1,1,0.356435643564356,0.584158415841584,0.96039603960396,0.118811881188119,0.0099009900990099,0.98019801980198,1,1,0.99009900990099,0.762376237623762,0.475247524752475,0.97029702970297,0.0891089108910891,0.0891089108910891,0.712871287128713,0.940594059405941,0.920792079207921,0.0198019801980198,1,0.207920792079208,1,0.0495049504950495,0.356435643564356,1,0.217821782178218,0.772277227722772,0.762376237623762,0.178217821782178,0.0099009900990099,0.900990099009901,0.178217821782178,0.356435643564356,0.871287128712871,0.0198019801980198,0.0099009900990099,0.683168316831683,0.702970297029703,0.920792079207921,1,0.0594059405940594,0.554455445544555,0.811881188118812,0.198019801980198,0.0297029702970297,0.574257425742574,1,0.0099009900990099,0.871287128712871,0.0693069306930693,0.0297029702970297,0.574257425742574
"Reactome Cell surface interactions at the vascular wall",0.0396039603960396,1,1,1,1,1,0.0198019801980198,1,1,1,1,1,0.227722772277228,1,1,0.396039603960396,0.96039603960396,0.722772277227723,1,0.0099009900990099,0.861386138613861,0.217821782178218,1,1,0.435643564356436,0.841584158415842,0.881188118811881,1,0.0099009900990099,0.504950495049505,0.158415841584158,0.326732673267327,0.405940594059406,0.0693069306930693,0.405940594059406,1,0.564356435643564,0.504950495049505,1,0.643564356435644,0.306930693069307,0.554455445544555,0.574257425742574,0.0099009900990099,0.564356435643564,0.504950495049505,0.811881188118812,0.861386138613861,1,0.0099009900990099,0.831683168316832,0.396039603960396,0.98019801980198,1,0.316831683168317,0.940594059405941,0.405940594059406,0.336633663366337,0.0495049504950495,0.702970297029703,1,0.0099009900990099,0.405940594059406,0.0693069306930693,1,0.0198019801980198
"Reactome Cell-extracellular matrix interactions",1,1,1,1,1,1,1,1,1,1,1,1,1,0.99009900990099,1,0.930693069306931,0.603960396039604,0.98019801980198,1,0.0198019801980198,0.99009900990099,1,0.673267326732673,0.99009900990099,0.841584158415842,0.554455445544555,0.435643564356436,1,0.0099009900990099,0.148514851485149,1,1,1,0.148514851485149,0.603960396039604,1,0.0099009900990099,0.564356435643564,0.95049504950495,0.96039603960396,0.277227722772277,0.801980198019802,1,0.0099009900990099,0.97029702970297,0.920792079207921,0.603960396039604,0.673267326732673,1,0.0099009900990099,1,0.762376237623762,0.96039603960396,1,0.722772277227723,0.821782178217822,0.297029702970297,1,0.0396039603960396,0.0891089108910891,1,0.0099009900990099,1,1,1,0.0099009900990099
"Reactome Cellular Senescence",0.0297029702970297,1,1,1,0.0396039603960396,0.0297029702970297,0.0099009900990099,0.0099009900990099,1,1,1,1,0.98019801980198,1,1,0.257425742574257,0.891089108910891,0.96039603960396,0.257425742574257,0.722772277227723,0.712871287128713,0.277227722772277,1,1,0.653465346534653,0.861386138613861,0.930693069306931,1,0.168316831683168,0.95049504950495,0.732673267326733,0.99009900990099,0.782178217821782,0.752475247524752,0.693069306930693,1,0.108910891089109,0.297029702970297,1,0.782178217821782,0.841584158415842,0.831683168316832,0.178217821782178,0.534653465346535,0.851485148514851,0.316831683168317,0.297029702970297,0.910891089108911,0.277227722772277,0.613861386138614,0.158415841584158,0.772277227722772,0.207920792079208,1,0.257425742574257,0.207920792079208,1,0.475247524752475,0.128712871287129,0.217821782178218,0.237623762376238,0.0693069306930693,0.772277227722772,1,0.0891089108910891,0.96039603960396
"Reactome Cellular response to heat stress",1,1,1,1,1,1,1,1,1,1,1,0.96039603960396,0.584158415841584,0.99009900990099,1,0.0495049504950495,0.514851485148515,1,1,0.900990099009901,0.782178217821782,0.861386138613861,1,0.900990099009901,0.267326732673267,0.217821782178218,1,1,0.613861386138614,0.871287128712871,0.524752475247525,0.99009900990099,0.148514851485149,0.405940594059406,0.881188118811881,1,0.237623762376238,0.633663366336634,1,0.198019801980198,0.227722772277228,0.99009900990099,1,0.217821782178218,0.811881188118812,0.0693069306930693,0.514851485148515,0.653465346534653,1,0.693069306930693,0.633663366336634,0.138613861386139,0.297029702970297,1,0.0693069306930693,0.118811881188119,0.742574257425743,1,0.485148514851485,0.465346534653465,1,0.099009900990099,0.178217821782178,1,1,0.930693069306931
"Reactome Costimulation by the CD28 family",1,1,1,1,1,1,0.0396039603960396,0.0495049504950495,1,1,1,1,0.663366336633663,0.99009900990099,1,0.762376237623762,0.386138613861386,0.732673267326733,0.0297029702970297,0.0495049504950495,0.95049504950495,0.346534653465347,1,1,0.831683168316832,0.495049504950495,0.98019801980198,0.0495049504950495,0.0198019801980198,1,0.465346534653465,0.772277227722772,0.554455445544555,0.712871287128713,0.514851485148515,1,0.386138613861386,0.465346534653465,0.930693069306931,0.564356435643564,0.0495049504950495,0.722772277227723,0.326732673267327,0.0198019801980198,0.643564356435644,0.534653465346535,0.0594059405940594,0.267326732673267,0.0693069306930693,0.198019801980198,0.693069306930693,0.712871287128713,0.831683168316832,1,0.366336633663366,0.198019801980198,0.425742574257426,1,0.178217821782178,0.871287128712871,1,0.0099009900990099,0.851485148514851,1,1,0.683168316831683
"Reactome Cytosolic sensors of pathogen-associated DNA ",1,1,1,1,1,1,1,1,1,1,1,1,0.445544554455446,1,1,0.504950495049505,0.336633663366337,0.930693069306931,1,0.148514851485149,0.485148514851485,0.198019801980198,1,0.920792079207921,0.415841584158416,0.900990099009901,0.702970297029703,1,0.861386138613861,0.871287128712871,0.316831683168317,0.584158415841584,0.792079207920792,0.0693069306930693,0.207920792079208,0.0198019801980198,0.0297029702970297,0.118811881188119,1,0.455445544554455,0.584158415841584,0.98019801980198,1,0.306930693069307,0.326732673267327,0.475247524752475,0.376237623762376,0.97029702970297,1,0.0792079207920792,0.247524752475248,0.247524752475248,0.564356435643564,1,0.198019801980198,0.207920792079208,0.594059405940594,0.158415841584158,0.95049504950495,0.594059405940594,1,0.0099009900990099,0.099009900990099,1,0.0396039603960396,0.217821782178218
"Reactome DAP12 interactions",1,1,1,1,1,1,1,1,1,1,1,0.95049504950495,0.316831683168317,1,0.99009900990099,0.762376237623762,0.881188118811881,0.900990099009901,0.0099009900990099,0.0297029702970297,0.821782178217822,0.603960396039604,1,0.96039603960396,0.900990099009901,0.306930693069307,0.920792079207921,1,0.0099009900990099,0.277227722772277,0.366336633663366,0.198019801980198,1,0.148514851485149,0.148514851485149,1,0.831683168316832,0.396039603960396,0.841584158415842,0.722772277227723,0.702970297029703,0.861386138613861,1,0.0297029702970297,0.930693069306931,0.465346534653465,0.198019801980198,0.821782178217822,1,0.0396039603960396,0.198019801980198,0.138613861386139,0.96039603960396,1,0.128712871287129,0.0693069306930693,0.445544554455446,1,0.207920792079208,0.198019801980198,1,0.0099009900990099,0.475247524752475,0.0198019801980198,1,0.198019801980198
"Reactome DAP12 signaling",1,1,1,1,1,1,1,1,1,1,1,0.891089108910891,0.702970297029703,1,0.99009900990099,0.623762376237624,0.792079207920792,0.891089108910891,0.0198019801980198,0.0792079207920792,0.792079207920792,0.633663366336634,1,0.891089108910891,0.881188118811881,0.217821782178218,0.95049504950495,1,0.0099009900990099,0.316831683168317,0.673267326732673,0.376237623762376,1,0.217821782178218,0.366336633663366,1,0.821782178217822,0.297029702970297,0.801980198019802,0.663366336633663,0.603960396039604,0.752475247524752,1,0.0099009900990099,0.861386138613861,0.386138613861386,0.158415841584158,0.801980198019802,1,0.108910891089109,0.178217821782178,0.0693069306930693,0.96039603960396,1,0.148514851485149,0.099009900990099,0.346534653465347,1,0.435643564356436,0.207920792079208,1,0.0099009900990099,0.435643564356436,0.0198019801980198,1,0.099009900990099
"Reactome Death Receptor Signalling",1,1,1,1,1,1,1,1,1,1,1,1,0.811881188118812,1,1,0.267326732673267,0.702970297029703,0.98019801980198,0.0198019801980198,0.0099009900990099,0.732673267326733,0.415841584158416,1,1,0.871287128712871,0.564356435643564,1,0.128712871287129,0.148514851485149,0.97029702970297,0.326732673267327,0.544554455445545,0.118811881188119,0.227722772277228,0.227722772277228,0.148514851485149,0.0693069306930693,0.148514851485149,1,0.623762376237624,0.920792079207921,0.920792079207921,0.0297029702970297,0.0198019801980198,0.940594059405941,0.0891089108910891,0.168316831683168,0.96039603960396,0.0396039603960396,0.0396039603960396,0.0792079207920792,0.762376237623762,0.722772277227723,1,0.0495049504950495,0.217821782178218,0.97029702970297,0.148514851485149,0.0693069306930693,0.881188118811881,1,0.0099009900990099,0.673267326732673,0.099009900990099,0.0198019801980198,0.465346534653465
"Reactome Defensins",1,1,1,1,1,1,1,1,1,1,1,0.96039603960396,0.0792079207920792,1,1,0.396039603960396,0.227722772277228,0.633663366336634,1,0.0495049504950495,0.128712871287129,0.099009900990099,1,1,0.237623762376238,0.188118811881188,1,1,0.178217821782178,0.188118811881188,0.188118811881188,0.099009900990099,0.0594059405940594,0.138613861386139,0.0297029702970297,1,0.326732673267327,0.217821782178218,0.99009900990099,0.227722772277228,0.366336633663366,0.534653465346535,1,0.326732673267327,0.158415841584158,0.306930693069307,0.198019801980198,0.920792079207921,1,0.0594059405940594,0.158415841584158,0.108910891089109,0.237623762376238,1,0.0792079207920792,0.118811881188119,0.217821782178218,1,0.217821782178218,1,1,0.0198019801980198,0.148514851485149,0.0495049504950495,1,0.356435643564356
"Reactome Diseases associated with the TLR signaling cascade",1,1,1,1,1,1,1,1,1,1,1,1,0.297029702970297,0.97029702970297,1,0.851485148514851,0.0594059405940594,0.940594059405941,0.178217821782178,0.257425742574257,0.0792079207920792,0.198019801980198,1,0.99009900990099,1,0.128712871287129,0.366336633663366,1,0.247524752475248,0.188118811881188,0.158415841584158,0.405940594059406,0.603960396039604,0.198019801980198,0.188118811881188,0.0099009900990099,0.405940594059406,0.0396039603960396,0.97029702970297,0.841584158415842,0.188118811881188,0.96039603960396,0.217821782178218,0.544554455445545,0.168316831683168,0.910891089108911,0.0198019801980198,0.861386138613861,0.188118811881188,0.306930693069307,0.0099009900990099,0.227722772277228,1,1,0.148514851485149,0.138613861386139,0.168316831683168,0.0891089108910891,0.683168316831683,0.554455445544555,1,0.0594059405940594,0.297029702970297,1,0.0099009900990099,0.98019801980198
"Reactome Diseases of Immune System",1,1,1,1,1,1,1,1,1,1,1,1,0.376237623762376,1,1,0.940594059405941,0.0891089108910891,0.831683168316832,0.207920792079208,0.257425742574257,0.0792079207920792,0.217821782178218,1,1,1,0.158415841584158,0.465346534653465,1,0.188118811881188,0.346534653465347,0.207920792079208,0.306930693069307,0.603960396039604,0.148514851485149,0.108910891089109,0.0396039603960396,0.465346534653465,0.0495049504950495,0.99009900990099,0.841584158415842,0.148514851485149,0.940594059405941,0.227722772277228,0.504950495049505,0.158415841584158,0.891089108910891,0.0099009900990099,0.920792079207921,0.178217821782178,0.425742574257426,0.0198019801980198,0.247524752475248,1,1,0.128712871287129,0.158415841584158,0.118811881188119,0.099009900990099,0.653465346534653,0.673267326732673,1,0.0297029702970297,0.415841584158416,1,0.0891089108910891,0.97029702970297
"Reactome Downstream TCR signaling",1,1,1,1,1,1,1,1,1,1,1,1,0.475247524752475,1,1,0.237623762376238,0.762376237623762,0.782178217821782,1,0.524752475247525,0.594059405940594,0.316831683168317,1,0.97029702970297,0.217821782178218,0.881188118811881,0.95049504950495,1,0.0693069306930693,0.534653465346535,0.207920792079208,0.544554455445545,0.762376237623762,0.207920792079208,0.346534653465347,0.0495049504950495,0.96039603960396,0.188118811881188,0.98019801980198,0.0396039603960396,0.930693069306931,0.900990099009901,0.198019801980198,0.227722772277228,0.405940594059406,0.108910891089109,0.267326732673267,0.772277227722772,0.0297029702970297,0.306930693069307,0.445544554455446,0.495049504950495,0.534653465346535,1,0.257425742574257,0.425742574257426,0.920792079207921,0.0594059405940594,0.851485148514851,0.613861386138614,1,0.0099009900990099,0.306930693069307,1,0.0792079207920792,0.910891089108911
"Reactome Downstream signaling events of B Cell Receptor (BCR)",1,1,1,1,1,1,1,1,1,1,1,1,0.445544554455446,1,1,0.128712871287129,0.445544554455446,0.821782178217822,0.217821782178218,0.940594059405941,0.841584158415842,0.257425742574257,1,0.98019801980198,0.128712871287129,0.940594059405941,0.782178217821782,1,0.831683168316832,0.792079207920792,0.0495049504950495,0.168316831683168,0.762376237623762,0.0594059405940594,0.188118811881188,0.0198019801980198,0.881188118811881,0.188118811881188,0.99009900990099,0.0297029702970297,0.96039603960396,0.792079207920792,0.217821782178218,0.900990099009901,0.386138613861386,0.217821782178218,0.306930693069307,0.96039603960396,1,0.297029702970297,0.603960396039604,0.415841584158416,0.574257425742574,1,0.118811881188119,0.366336633663366,0.762376237623762,0.108910891089109,0.762376237623762,0.534653465346535,1,0.0693069306930693,0.118811881188119,1,0.0594059405940594,1
"Reactome Early Phase of HIV Life Cycle",1,1,1,1,1,1,1,1,1,1,1,0.871287128712871,0.297029702970297,0.772277227722772,0.99009900990099,0.336633663366337,0.613861386138614,0.752475247524752,1,0.663366336633663,0.465346534653465,0.138613861386139,0.861386138613861,0.732673267326733,1,0.584158415841584,0.821782178217822,1,0.524752475247525,1,0.188118811881188,0.534653465346535,1,0.198019801980198,0.118811881188119,1,1,0.108910891089109,0.584158415841584,1,0.584158415841584,0.207920792079208,1,0.683168316831683,0.326732673267327,0.188118811881188,0.693069306930693,0.851485148514851,1,0.96039603960396,0.584158415841584,1,0.425742574257426,1,0.207920792079208,0.455445544554455,0.326732673267327,1,1,0.564356435643564,1,0.326732673267327,0.445544554455446,1,1,0.336633663366337
"Reactome Endosomal/Vacuolar pathway",1,1,1,1,1,1,1,1,1,1,1,0.653465346534653,0.603960396039604,0.356435643564356,1,1,0.0099009900990099,0.475247524752475,0.0099009900990099,1,1,1,0.762376237623762,0.742574257425743,1,0.841584158415842,1,1,0.534653465346535,0.326732673267327,0.158415841584158,0.861386138613861,1,0.158415841584158,0.425742574257426,1,0.0495049504950495,1,0.534653465346535,0.544554455445545,0.574257425742574,0.693069306930693,1,0.287128712871287,0.099009900990099,1,0.0099009900990099,0.841584158415842,1,0.0594059405940594,1,0.316831683168317,0.821782178217822,1,0.138613861386139,1,0.287128712871287,1,0.0396039603960396,0.0099009900990099,1,0.0198019801980198,0.455445544554455,0.0198019801980198,1,0.138613861386139
"Reactome Energy dependent regulation of mTOR by LKB1-AMPK",1,1,1,1,1,1,1,1,1,1,1,0.782178217821782,0.247524752475248,1,0.99009900990099,0.0297029702970297,0.900990099009901,0.544554455445545,1,0.891089108910891,0.97029702970297,0.0594059405940594,0.633663366336634,0.772277227722772,0.772277227722772,0.772277227722772,1,1,0.564356435643564,0.861386138613861,0.128712871287129,0.267326732673267,0.0297029702970297,0.0891089108910891,0.0297029702970297,1,0.168316831683168,0.425742574257426,0.821782178217822,0.574257425742574,0.821782178217822,0.386138613861386,1,0.673267326732673,1,0.346534653465347,0.772277227722772,0.871287128712871,1,0.366336633663366,0.831683168316832,0.316831683168317,0.792079207920792,1,0.455445544554455,0.297029702970297,0.544554455445545,1,0.544554455445545,0.940594059405941,1,0.257425742574257,0.306930693069307,1,1,0.99009900990099
"Reactome Eukaryotic Translation Elongation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.95049504950495,1,0.396039603960396,0.148514851485149,1,0.663366336633663,0.940594059405941,0.98019801980198,0.118811881188119,0.544554455445545,0.97029702970297,0.247524752475248,0.247524752475248,0.930693069306931,0.95049504950495,0.396039603960396,0.861386138613861,0.910891089108911,1,1,0.0099009900990099,1,0.95049504950495,0.178217821782178,0.920792079207921,1,0.257425742574257,0.356435643564356,0.95049504950495,0.0099009900990099,0.752475247524752,1,1,0.495049504950495,0.95049504950495,0.861386138613861,0.198019801980198,1,0.920792079207921,0.287128712871287,0.683168316831683,1,0.0099009900990099,1,0.168316831683168,0.0099009900990099,1,1,1,0.0792079207920792
"Reactome Eukaryotic Translation Initiation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.900990099009901,1,0.455445544554455,0.653465346534653,1,0.792079207920792,0.99009900990099,1,0.0792079207920792,0.594059405940594,0.930693069306931,0.306930693069307,0.405940594059406,0.99009900990099,0.98019801980198,1,0.465346534653465,0.910891089108911,1,1,0.257425742574257,0.108910891089109,1,0.0792079207920792,0.940594059405941,0.99009900990099,0.356435643564356,0.752475247524752,0.99009900990099,0.0099009900990099,0.742574257425743,0.99009900990099,1,0.702970297029703,1,0.524752475247525,0.0891089108910891,1,0.613861386138614,0.257425742574257,0.455445544554455,1,0.267326732673267,1,0.277227722772277,0.207920792079208,0.881188118811881,1,1,0.188118811881188
"Reactome Eukaryotic Translation Termination",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0198019801980198,0.98019801980198,1,1,0.376237623762376,1,0.613861386138614,0.920792079207921,0.98019801980198,0.0495049504950495,0.495049504950495,0.900990099009901,1,0.277227722772277,0.930693069306931,0.95049504950495,0.98019801980198,0.762376237623762,0.861386138613861,1,1,0.267326732673267,1,0.98019801980198,0.118811881188119,0.891089108910891,0.96039603960396,1,0.376237623762376,0.97029702970297,0.0198019801980198,0.821782178217822,0.98019801980198,1,0.178217821782178,0.752475247524752,0.920792079207921,0.257425742574257,1,0.891089108910891,0.366336633663366,0.643564356435644,1,0.198019801980198,0.99009900990099,1,0.178217821782178,1,1,1,0.237623762376238
"Reactome Export of Viral Ribonucleoproteins from Nucleus",1,1,1,1,1,1,1,1,1,1,1,0.97029702970297,1,0.831683168316832,1,0.118811881188119,0.178217821782178,1,1,1,0.643564356435644,1,0.97029702970297,0.910891089108911,0.178217821782178,0.306930693069307,1,1,1,1,0.277227722772277,1,0.138613861386139,0.247524752475248,1,1,1,1,0.712871287128713,0.128712871287129,0.227722772277228,0.98019801980198,1,0.772277227722772,1,0.0693069306930693,0.0891089108910891,0.821782178217822,1,0.99009900990099,0.752475247524752,0.366336633663366,0.099009900990099,1,0.0594059405940594,0.0792079207920792,0.544554455445545,1,0.485148514851485,0.475247524752475,1,0.613861386138614,0.732673267326733,1,1,0.811881188118812
"Reactome FCERI mediated Ca+2 mobilization",1,1,1,1,1,1,1,1,1,1,1,0.95049504950495,0.762376237623762,1,1,0.287128712871287,0.475247524752475,0.99009900990099,1,0.0099009900990099,0.445544554455446,1,1,0.99009900990099,0.237623762376238,0.148514851485149,0.930693069306931,1,0.0099009900990099,0.415841584158416,1,0.811881188118812,0.544554455445545,0.346534653465347,0.702970297029703,1,0.485148514851485,0.346534653465347,0.98019801980198,0.594059405940594,0.336633663366337,1,1,0.0099009900990099,0.930693069306931,0.138613861386139,0.247524752475248,0.910891089108911,1,0.0099009900990099,0.495049504950495,0.0198019801980198,0.217821782178218,1,0.0891089108910891,0.0396039603960396,0.0792079207920792,1,0.455445544554455,0.900990099009901,1,0.0099009900990099,0.633663366336634,1,1,0.0891089108910891
"Reactome FCERI mediated MAPK activation",1,1,1,1,1,1,1,1,1,1,1,0.95049504950495,0.841584158415842,1,1,0.831683168316832,0.297029702970297,1,1,0.0099009900990099,0.782178217821782,0.267326732673267,0.99009900990099,1,0.851485148514851,0.0891089108910891,0.891089108910891,1,0.0099009900990099,0.267326732673267,0.732673267326733,0.544554455445545,1,0.0792079207920792,0.524752475247525,1,0.277227722772277,0.811881188118812,0.99009900990099,0.762376237623762,0.138613861386139,1,1,0.0099009900990099,0.920792079207921,0.722772277227723,0.247524752475248,0.98019801980198,1,0.0099009900990099,0.564356435643564,0.148514851485149,0.96039603960396,1,0.099009900990099,0.108910891089109,0.099009900990099,1,0.495049504950495,0.495049504950495,1,0.0099009900990099,0.514851485148515,1,1,0.0099009900990099
"Reactome FCERI mediated NF-kB activation",1,1,1,1,1,1,1,1,1,1,1,1,0.524752475247525,1,1,0.227722772277228,0.574257425742574,0.693069306930693,1,0.633663366336634,0.455445544554455,0.326732673267327,1,0.99009900990099,0.138613861386139,0.861386138613861,0.702970297029703,1,0.0792079207920792,0.128712871287129,0.188118811881188,0.544554455445545,0.762376237623762,0.227722772277228,0.207920792079208,0.0495049504950495,0.920792079207921,0.168316831683168,0.97029702970297,0.0495049504950495,0.891089108910891,0.861386138613861,0.128712871287129,0.168316831683168,0.148514851485149,0.247524752475248,0.099009900990099,0.920792079207921,0.0495049504950495,0.138613861386139,0.574257425742574,0.485148514851485,0.653465346534653,1,0.217821782178218,0.396039603960396,0.712871287128713,0.099009900990099,0.801980198019802,0.405940594059406,1,0.0099009900990099,0.128712871287129,1,0.0792079207920792,0.683168316831683
"Reactome Fc epsilon receptor (FCERI) signaling",1,1,1,1,1,1,1,1,1,1,1,1,0.693069306930693,1,1,0.247524752475248,0.366336633663366,0.97029702970297,1,0.0495049504950495,0.683168316831683,0.425742574257426,1,1,0.287128712871287,0.396039603960396,0.97029702970297,1,0.0099009900990099,0.247524752475248,0.376237623762376,0.643564356435644,0.900990099009901,0.128712871287129,0.425742574257426,0.099009900990099,0.653465346534653,0.316831683168317,1,0.188118811881188,0.574257425742574,0.97029702970297,0.396039603960396,0.0099009900990099,0.544554455445545,0.0891089108910891,0.099009900990099,1,0.0792079207920792,0.0198019801980198,0.673267326732673,0.099009900990099,0.495049504950495,1,0.0891089108910891,0.108910891089109,0.336633663366337,0.158415841584158,0.732673267326733,0.534653465346535,1,0.0099009900990099,0.475247524752475,1,0.118811881188119,0.297029702970297
"Reactome Fcgamma receptor (FCGR) dependent phagocytosis",1,1,1,1,1,1,1,1,1,1,1,1,0.712871287128713,1,1,0.831683168316832,0.594059405940594,0.99009900990099,1,0.0099009900990099,0.673267326732673,0.930693069306931,1,1,0.564356435643564,0.158415841584158,0.98019801980198,0.247524752475248,0.0099009900990099,0.633663366336634,1,0.98019801980198,1,0.0594059405940594,0.811881188118812,1,0.0099009900990099,0.099009900990099,1,0.752475247524752,0.138613861386139,0.95049504950495,1,0.0099009900990099,0.851485148514851,0.396039603960396,0.227722772277228,1,0.386138613861386,0.0099009900990099,0.762376237623762,0.0198019801980198,0.96039603960396,1,0.0099009900990099,0.158415841584158,0.0495049504950495,0.108910891089109,0.653465346534653,0.891089108910891,1,0.0099009900990099,0.594059405940594,0.099009900990099,0.297029702970297,0.425742574257426
"Reactome Formation of a pool of free 40S subunits",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0099009900990099,0.821782178217822,1,0.504950495049505,0.554455445544555,1,0.653465346534653,0.98019801980198,1,0.0297029702970297,0.386138613861386,0.940594059405941,0.316831683168317,0.356435643564356,0.98019801980198,0.99009900990099,1,0.900990099009901,0.900990099009901,1,1,0.178217821782178,1,1,0.158415841584158,0.871287128712871,0.96039603960396,0.297029702970297,0.702970297029703,0.99009900990099,0.0099009900990099,0.742574257425743,1,1,0.564356435643564,0.97029702970297,0.930693069306931,0.128712871287129,1,0.772277227722772,0.217821782178218,0.207920792079208,1,0.138613861386139,1,0.188118811881188,0.198019801980198,1,1,1,0.217821782178218
"Reactome Formation of the beta-catenin:TCF transactivating complex",1,1,1,1,1,1,1,1,1,1,1,0.99009900990099,1,1,1,0.148514851485149,0.653465346534653,1,0.188118811881188,0.247524752475248,0.613861386138614,1,1,0.693069306930693,0.108910891089109,0.643564356435644,1,1,0.148514851485149,0.594059405940594,1,1,0.633663366336634,0.732673267326733,1,1,1,1,0.831683168316832,0.168316831683168,0.425742574257426,0.97029702970297,0.158415841584158,0.178217821782178,0.495049504950495,0.0792079207920792,0.217821782178218,0.920792079207921,0.188118811881188,0.742574257425743,0.603960396039604,0.346534653465347,0.732673267326733,1,0.0693069306930693,0.0099009900990099,0.633663366336634,0.128712871287129,0.0297029702970297,0.801980198019802,0.118811881188119,0.405940594059406,1,1,1,0.99009900990099
