"","HA_HB","HA_HI","HA_HL","HA_HS","HA_HT","HA_MA","HA_MB","HA_MI","HA_ML","HA_MS","HA_MT","HB_HI","HB_HL","HB_HS","HB_HT","HB_MA","HB_MB","HB_MI","HB_ML","HB_MS","HB_MT","HI_HL","HI_HS","HI_HT","HI_MA","HI_MB","HI_MI","HI_ML","HI_MS","HI_MT","HL_HS","HL_HT","HL_MA","HL_MB","HL_MI","HL_ML","HL_MS","HL_MT","HS_HT","HS_MA","HS_MB","HS_MI","HS_ML","HS_MS","HS_MT","HT_MA","HT_MB","HT_MI","HT_ML","HT_MS","HT_MT","MA_MB","MA_MI","MA_ML","MA_MS","MA_MT","MB_MI","MB_ML","MB_MS","MB_MT","MI_ML","MI_MS","MI_MT","ML_MS","ML_MT","MS_MT"
"KEGG Natural killer cell mediated cytotoxicity",-1.53989287311889e-05,-7.79220217669775e-06,-2.93041151768943e-06,-5.99184804317934e-06,-4.7178953443015e-06,-2.59967243582141e-08,0,0,-8.05867300029524e-06,-1.34297565630613e-05,-4.73954890122961e-06,0.489226907917136,0.146480459931438,0.542653619907426,0.58674353766471,0.0364506199040938,0.160984354842863,0.439493081663165,0.000566406020700468,-0.0198411795897052,0.150284305564085,0.0931003147638622,0.626384983201828,0.341916843508527,0.00634449689062035,0.17519586208827,0.427062012737517,0.00171119022806468,0.01480280747849,0.057795290592974,0.104554967782654,0.137814772646217,0.0289111400107553,0.0158914615452421,0.0782883564512874,0.0007401740023153,0.0220812406949215,0.0585352397949699,0.410101580678806,0.0485007430416008,0.155550905217393,0.487088349156254,0.000195020306296438,0.0324286010531978,0.0927555271161759,0.0122313420422461,0.147864281827654,0.35428304193156,-0.000277438923775866,0.00123723833519943,0.182624589334944,-0.0149994456760065,0.0565855974573652,0.000199148066771954,-0.0420296763967542,0.0161919966689545,0.179254700811482,0.00211633810428157,0.162527798099005,0.121008471791219,0.00177937270418027,-0.0938869521490019,0.100206896835442,-0.000501322359762599,-0.00118278614927626,0.0824527953022567
"Reactome Antigen activates B Cell Receptor (BCR) leading to generation of second messengers",-1.24915526424415e-05,-1.03236178061513e-05,-1.16913753006127e-05,0,0,0,-1.02759041486927e-05,0,0,0,-8.6216759406103e-06,0.445275798165552,0.0853602190384602,0.541368458642471,0.619690985287671,-0.0243105182100156,0.266717338248911,0.480126354937274,0.0152002766699353,-0.173800878689223,0.0691513800269926,0.113606968975847,0.383118787345463,0.519866696217131,-0.00329417958945509,0.265769299149456,0.485818093907328,0.002166407588263,-0.0980451662638613,0.0707196436290039,0.030044042822057,0.0772137201969935,-0.0249706679923811,-0.0261151359802134,-0.0296493184331439,-0.000374007820167233,-0.0431221964504792,0.0262069265718524,0.360251074028061,-0.0330010182563451,0.231212585883744,0.529617980120519,0.0320745634818449,-0.137864538298855,0.111070488034875,-0.0172595371425927,0.312020899113299,0.571776696216214,0.00602895155327506,-0.166318209972647,0.0534698515909332,-0.046470158476531,0.0183352710448628,-0.00112219528946674,-0.0322216956786732,-0.015403790325382,0.428061005002358,0.00459864587620562,0.294906582954505,0.27829259734258,0.0265246473271538,-0.139420681437241,0.119261735299631,-0.000564363020199444,0.0034176598547782,0.129945761091876
"Reactome Antimicrobial peptides",0,0,-1.70972936693851e-06,-1.7838393101532e-05,-2.78549442355169e-05,-1.78075796740794e-05,-3.80000609956183e-05,-8.30195571434933e-06,-8.92865114867097e-06,-9.42795542685891e-06,-1.03790730210368e-05,0.674387017979923,-0.0122868508502637,0.709055386460175,0.777269135112765,0.119098138483687,0.348856081213602,0.525536430802885,-0.000390280582533797,-0.0220878343445473,0.200253140348611,-0.011312618971692,0.8613396625217,0.733965965297411,0.161418227089762,0.552565099989039,0.625565407073108,0.001120500162154,-0.105075820375642,0.175164080494816,-0.0109543760943921,-0.021414343877679,0.0146276322570903,0.0911822962311523,-0.0236778868116479,-0.00067043404934414,0.0748171915855474,-0.0192111855756841,0.73584754125195,0.132554379788862,0.525423840900103,0.626682907774627,-0.000624324084011291,-0.0593870455129155,0.247092781574384,0.106619576424047,0.334174311205601,0.590770756167688,0.00142735948943513,-0.0848959435114564,0.16968722156907,0.151820079838341,0.129344923967643,-0.00285903693172401,-0.00940760260541697,-0.0227923828736618,0.558473499182412,0.00198198882898083,-0.0195904845828957,0.302692751029058,0.000408055958101515,-0.139538286118234,0.207068151548974,-0.00182509944844862,0.00331490168960275,-0.0165884066506307
"Reactome Antiviral mechanism by IFN-stimulated genes",-4.53698644665657e-06,-2.06020222442547e-06,-2.05273614743514e-05,-5.74865602545933e-06,-8.3762208806688e-06,-9.53907213006594e-09,-8.41750054334464e-06,-8.83664083127225e-06,-5.95241638343085e-06,-6.6812935937294e-06,-8.06095546205793e-06,0.366044157430409,0.180854511799031,0.52115729169882,0.506296725586369,-0.0029169095845394,0.00735004076100704,0.13426141576991,-0.000936187322664561,0.0416211949293427,0.13737334683827,0.0118305515687484,0.44322353476264,0.177718108488933,-0.0419590556991662,0.0519014615641024,0.125047973943969,-0.000653548115449134,-0.0194817707227567,0.062862200175051,0.132714630040886,0.275936004107641,0.212647749719396,0.015786628190385,0.240944099919993,-0.000181003253591325,0.0598938016019004,0.222864442802378,0.35272677251009,-0.0420440641235314,0.0497742755368365,0.281393892133042,-0.00113806466388507,-0.0344926511835239,0.166433664574167,0.0100149174404728,-0.00316693337578055,0.0944459450526077,-0.00105000270543112,-0.0256785563158776,0.169049527330292,-0.00837530391404958,0.0115733097185416,-0.00128281982294186,-0.0148434826333488,-0.0249403492226879,0.0731330109443236,-0.000214499939555783,0.112024394245716,-0.0435487385418632,-1.34247551210139e-05,-0.0822318351202227,0.141207666766552,-0.000978610252840551,0.000109151433183394,0.0888875354466147
"Reactome Apoptosis",-3.34819746459619e-06,-1.97641688938787e-06,-8.26481426410747e-06,-7.95154237477796e-06,-2.98185117196259e-06,-7.26746313154178e-06,-1.23881992169211e-05,-9.46796376900482e-06,-3.50366191064027e-06,-1.13545629915005e-05,-1.67527305676902e-06,0.331129315638342,0.0484426055566521,0.447024221461201,0.579091112687094,-0.0197248324057134,0.1481064909481,0.221378026438108,0.000972493309144428,-0.00798761574956555,0.0307877136493187,0.0410357517727823,0.498726613479428,0.265068361216498,4.82030660447426e-05,0.133785093404966,0.343213245488561,0.00382815095410734,-0.00848080853919505,-0.0170558039009152,0.0577285594130441,0.0718398293520506,0.0321339106679463,-0.0138361227991937,0.0904146512967592,0.00168248889641715,-0.0221484327858449,0.0168320159271891,0.395975580685509,-0.00254864876132165,0.103810887818664,0.312068020444485,0.00231493388445364,-0.0645418704184074,0.0196187198159827,0.000589997898811854,0.123875580629788,0.267482845219499,0.00210260557091834,-0.0614817668064917,0.0625514488760252,0.00251103158636079,0.0239873660600651,0.00426343603497742,-0.0445551796396316,-0.021076232161535,0.0685193749965632,0.000262544766947176,0.0935376753247537,0.0262386371321008,0.00478496178730378,-0.109740017977988,0.0614881892369161,-0.00190092393369209,0.000151769170663574,0.0669789601635997
"Reactome Apoptotic execution phase",0,0,0,-4.81165171248594e-06,0,0,-1.31460237129337e-05,-5.56704587416582e-06,0,-9.73921269311435e-06,-9.17746164095212e-06,0.267926942709586,0.130843140854744,0.59886833456201,0.635535136664513,-0.0586460078821859,0.0962779700928471,0.298764335999601,-0.00101897171068349,-0.087305785151415,0.0470401066895774,0.134620960631259,0.516609110662472,0.337878644961886,0.00366516902657493,0.194533228698423,0.448358269745098,0.00065961145229745,-0.131387001757498,0.0334574949309416,0.125192571151069,0.149223833343529,0.065098911011172,-0.0161053750966211,0.109315135595356,-0.000997802030746734,-0.0398928540285783,-0.00416196438502168,0.525026923637288,-0.0147724188040102,0.144312890973328,0.341641218384005,1.08761318044549e-05,-0.119843912031063,0.0658333389958086,-0.0281990350060113,0.0927944811134742,0.415191876922799,-0.00241477925145421,-0.131438087716251,0.100083952411312,-0.0265691718022407,-0.0143321608705837,-0.000752228047892624,-0.0456303478120162,-0.0304544588574929,0.060455802767689,-0.00168868980876904,0.0463869023576166,0.06982184794913,-0.00175178032559757,-0.142084396241161,0.166633898575012,-0.000927449864768117,0.000788875839347522,0.0478018156112612
"Reactome Apoptotic factor-mediated response",0,-2.50199210669729e-05,-3.53230687112182e-05,0,-3.7549832737217e-05,0,0,-3.394292026531e-05,0,0,-1.01661487578661e-05,0.57216450243699,0.0449156069565025,0.514129527297081,0.763200445548546,0.0824206362361767,-0.0151852075347262,0.416557448346923,0.00967448011234863,-0.0187385398305524,-0.0620879610447519,0.106355791228492,0.463773129525805,0.521877888768636,0.0751602594674936,-0.154886120499404,0.514182269489433,0.00814526696116321,-0.14924281429576,-0.0303154384027445,0.096388201320503,0.02182617263871,-0.00244495303329327,-0.0378849009248678,0.0520981253610441,0.0206610983079856,-0.0228237950834637,0.014135694094276,0.398309667182261,0.109879561403139,-0.145716736658948,0.574924908585469,0.0122118775060699,-0.106121086040425,-0.0362122226224595,0.0476108269206968,-0.0436584041618775,0.358252190612544,0.00929270432611386,-0.111067665835039,-0.0438662001928006,-0.0559916796856555,0.0856445243990783,0.00965858912766471,-0.0444684145570243,-0.0318603383908169,0.0213165807787195,-0.000272842028646022,0.334519381340394,0.030327693939937,0.0190621886597708,-0.128020878687423,0.0701421258639871,-0.000831407446011347,-0.000346843921075184,-0.0672952269627956
"Reactome Autophagy",-6.48805259516554e-06,-1.87004206279563e-05,-5.91158070632296e-06,-2.45856912858237e-05,-5.6684624112032e-06,-4.71054093626538e-08,-8.32684995414335e-06,-3.39228866384462e-06,-5.51473629450163e-06,-6.08426275835552e-06,-1.78306482403962e-05,0.385778563911846,0.10506984760708,0.541857592712379,0.5813726649872,-0.0269875637607376,0.177888412616126,0.0980071914317275,-0.00187001545929717,-0.00655614781189376,0.133627942126848,0.217105592654629,0.559089814274344,0.249746289277877,-0.0132575111923731,0.214401203923619,0.196467253214628,0.000714818437903386,0.0462910643709346,0.021536783902611,0.138114413663544,0.114544943893883,-0.00854982876285363,0.0795097322309611,0.0265916602585448,-0.00212341352744314,0.0869204857422166,0.0330389155416529,0.425105363068816,-0.0157541212290919,0.214119480222437,0.182475190150099,0.000200611623104541,0.0176692523001198,0.137062634153406,-0.00949565856450198,0.162581600599903,0.0266814689085108,-0.000248924890239605,0.0193465734237489,0.20879939025381,0.0135945069639869,0.0359490352081013,0.000682027367105025,-0.0432533611313773,-0.0414000699059185,0.178757231313628,-0.000644289856517675,0.075850207784923,0.120111985062221,-0.00113282531002842,-0.0451554067958258,0.0352630396890535,-0.0011678412694066,-0.000539854598882047,0.0726077190693696
"Reactome C-type lectin receptors (CLRs)",-8.92623498323959e-06,-3.07715848003633e-06,-1.30003824062815e-05,-1.45061048919312e-05,-1.17975270135965e-05,-1.67448093895648e-08,-2.95703662561491e-06,-4.62372561198379e-06,0,-1.32750262415841e-05,-9.44831576181679e-06,0.309381934412703,0.0742678762382805,0.360877886456144,0.453593051328893,0.00870523851644112,0.120561522560086,0.130876246635176,0.00960191827780561,-0.0562534230034635,0.0721534211481616,0.0964167162055249,0.383072604539496,0.245499306193206,-0.00551811328670936,0.0428284213311733,0.327104610166856,0.00220702572862504,-0.0791231328293828,-0.012588909071974,0.0532275690225503,0.0784495676370923,0.00305163818975589,-0.0246209043854148,0.0843464942475142,-0.00120856332277735,-0.0207979194560954,0.0658090290601944,0.205274081996348,0.0177831347673226,0.0584964203101432,0.219732694066936,0.0035285354699269,-0.10524397424598,0.0364319792372352,0.0338558817373132,0.127140408818148,0.159136535059695,0.00177795873100689,-0.0803621788178546,0.0540484156887038,-0.000804671219823918,0.0220160812275342,0.0176602688600519,-0.0379727702574954,-0.0393070744845399,0.103575183608796,0.0174752879607767,0.0912236945402089,0.0854962326939583,0.000785642367290002,-0.132494926440403,-0.019880017511148,-0.00134213650852088,-0.000629725718663282,0.0794744951222619
"Reactome CD209 (DC-SIGN) signaling",0,0,-8.01288471862755e-06,-4.57057505599738e-05,0,0,-1.0743528220151e-05,0,0,-1.38155706930104e-05,-2.39453785622302e-05,0.52864308563272,0.14308297821883,0.670731442180995,0.671006764227742,0.116214025973799,0.0665461333296247,0.281621502784877,0.00832925030495128,-0.0429419956616146,-0.0236637673169975,0.0730558641484254,0.516162372315257,0.464809129690192,-0.0265322108345666,0.293721480516347,0.48322094044434,0.00501273924867663,-0.10429393136475,-0.0597649259493551,0.0466047786337367,0.108924342269037,0.0400900411314203,0.00355138267079588,-0.021851934106116,0.00993303500586762,-0.033131698976897,0.105287033088934,0.453719176276999,0.142662644682617,0.167776345800546,0.354115253054764,0.00673502436775842,-0.15817163020725,-0.0545279519720095,0.108688559755799,0.118742165084537,0.186501858698398,0.00771523461957001,-0.0368142715989263,-0.0762979702135023,-0.0203792267234778,0.00308286035961724,0.0142047792044738,-0.0259205471950645,-0.0322769997710662,0.263032732081695,0.0148788616055369,-0.0172676228792156,-0.0705715154348289,0.00201372777793138,-0.145059150170826,-0.0249978251374764,-0.000118144723610749,-0.00161503175205254,-0.0927212794633774
"Reactome CLEC7A (Dectin-1) signaling",-5.39659079483707e-06,-1.28765383081873e-05,0,-7.86260208186517e-06,0,-1.92040245762947e-05,-1.70332737875802e-05,-1.00094683752907e-05,-3.20513847800794e-06,-6.23348328538977e-06,-3.20099567481409e-06,0.239303245696043,0.0838411985505283,0.30598710246958,0.453934721418496,0.0100471710112143,0.146279616522693,0.056935987691709,0.0121365634933958,-0.0648557340890208,0.0593071786104827,0.0405885200279728,0.311440446579957,0.155631539154837,-0.00848640664105305,-0.0173817395084796,0.20801983742105,0.00413596416342179,-0.0445100117659174,-0.0216593331866921,0.0790043040432827,0.0732045184394931,-0.00951667258644919,-0.0194606466467221,0.0611331162557488,-0.0013464672070688,-0.0220257834982382,0.0592760933929252,0.214819008463075,0.0214485898223827,0.0366702413269236,0.138158172516512,0.00692807465287,-0.0794152379707273,0.0373649513463141,0.0268340554180289,0.144127224945825,0.0963565787390699,0.00159152847335561,-0.0743461103173747,0.0734744729493454,0.00293437364422871,0.00671984170190822,0.0198602463751291,-0.039050811904869,-0.0434321095693176,0.0634378198563189,0.0205603551412594,0.0999011528598459,0.111579504943841,0.00193032641510058,-0.121531355868876,-0.0388849103385822,-0.000860725445447755,-0.00201349088530732,0.123959458912223
"Reactome Cap-dependent Translation Initiation",-3.83311813874119e-06,-1.01362430333177e-05,-7.01861762103144e-06,0,-7.46110961916129e-06,-6.97203583206912e-08,-3.57715039087166e-06,-1.50386232590932e-05,0,-1.48429923407458e-05,-1.91991952538958e-06,0.715055670293178,0.0222301059726037,0.656153649656224,0.682695312240011,-0.0635346584653305,-0.163244198126138,0.168458062684449,-0.00217345587551442,-0.101220240958626,0.105444751259434,0.00519501505466326,0.637044946525373,0.491098256136518,-0.0558999395614817,-0.118223914301964,0.15750388764884,-0.00135562561518586,-0.0226989117269834,0.116937267744581,-0.0183405163682149,-6.78502493133477e-05,-0.025866446199688,0.0177662688403657,0.0902947923691177,-0.0014843252116322,-0.0244425837616497,0.058468069004055,0.479226400762031,-0.0523550921609356,-0.0890973708107596,0.14168992837346,-0.00155637446981548,-0.0507034936775259,0.111842011325959,-0.0704082741648957,-0.0891791202343343,0.203492191344716,-0.00295410828122852,-0.108342627826281,0.0195186480598335,0.0677256240134687,-0.0313172745217956,-0.0014660716823635,0.00704524838006607,-0.0382670809041615,0.0301735962002301,-0.00111444332210172,-0.117476266232603,-0.0405719447583985,-0.00147024091462878,-0.0826624234365648,-0.0149651745795626,-0.000604192393521022,-0.000998778013854648,-0.0519135895536558
"Reactome Cell death signalling via NRAGE, NRIF and NADE",-5.89100105731088e-06,-2.20170978438257e-05,-3.60262381211427e-06,-8.86038844663038e-06,-4.32966527792079e-06,-1.42987876672785e-08,-6.0832727571441e-06,-5.10419407653359e-06,0,-4.9781321107701e-06,0,0.253987729070735,0.129698753985863,0.602509007617467,0.603671748815592,0.00358050476212655,0.210779655682866,0.364108932256438,0.0151931838969067,-0.0956863965960073,-0.00397028758308461,0.119530112821355,0.313147742288905,0.0934027200574683,0.043099353537608,0.224207039358032,0.114628076196545,0.00157711052450466,-0.016707674057813,0.0233093524368218,0.226149579648982,0.0815096759163335,0.0537874096268652,0.09072318118083,0.141546316296551,-0.00143315994433274,-0.0209127771102589,-0.0351131729333324,0.499313004910295,0.00314834452666662,0.181402068286962,0.410673111457864,0.00187906898224637,-0.0600381728540735,0.0145761408371565,-0.00453415599577522,0.148579871416587,0.295601934157573,4.62270572746506e-05,-0.00321949935981424,-0.00329805899425598,0.057495184674092,0.0995444236178362,0.0263440189230715,-0.0369551388302682,-0.024490346726163,0.256244107769825,0.0305510494743747,0.0491690297492317,0.0561824609346212,-0.000941463159370789,-0.130971382385684,-0.00447860601913102,-0.000910134154509998,-0.000520019576882252,-0.0031589220897047
"Reactome Cell surface interactions at the vascular wall",-2.24528615425581e-06,-5.57418116018979e-06,-8.1184120504679e-06,-9.10060837225384e-06,0.000117432396436946,-4.09115327086526e-08,-9.3358626355636e-06,-2.11916458362045e-06,-3.64146984288738e-06,-5.49448445646093e-06,-1.19058460979721e-05,0.345478980957904,0.0144242105016955,0.4541386880798,0.402210421295934,0.0422841517772062,0.148809660733617,0.298211646749799,0.000802796870361626,-0.0781347737352436,0.180792036014579,0.0193251284986845,0.520661671695892,0.266199306767801,0.0411407409230499,0.175356066368116,0.332208049360772,0.00172889694435436,-0.0800616319251225,0.190621797737921,0.0162007208830434,0.00383096016251559,0.0281014759367603,-0.0345515587125631,0.0565627316948464,-0.000301606250025179,0.0268185326593216,-0.00212775220266257,0.273257045938911,0.0412229671316134,0.18987320528169,0.35244504346858,0.00154003187171085,-0.076082846115807,0.135536298882622,0.000836727563003735,0.153903669962545,0.277910204481859,-0.00076837843453023,-0.0884033094745974,0.186943871289651,0.0285414134202676,0.0568329310104633,-0.00319668394057441,-0.0171975095041072,-0.015663683763441,0.141431488155549,0.00178572523820234,0.0685339384325264,0.0831180908432915,0.00145297613771517,-0.0692508131986748,0.175350192279601,-1.90986932016402e-06,0.00260881262094211,0.00231261401119296
"Reactome Cell-extracellular matrix interactions",0,0,0,0,0,0,-8.20596066062459e-06,-4.95351814902015e-05,0,0,-1.19376547872919e-05,0.702318146994886,0.47714478970097,0.692419580017041,0.538341530976521,-0.0541379719940381,0.167952808789015,0.502216945635255,-0.00077023651880152,-0.188583326324166,0.54471168768321,0.451054452922975,0.667735265610756,0.530337507750003,-0.0356586058896426,0.205815557925108,0.534770725782817,-0.00165651436882219,-0.0769030923600337,0.413229077408429,0.510382189510399,0.28349746709118,-0.00216323236053657,0.279294038632411,0.207750215698047,-0.00142682330045679,-0.0324661411174008,0.0630704557465347,0.527345492263331,-0.0273560618878551,0.107510454324786,0.534699329608726,-0.00138857380248807,-0.157734975814815,0.396519980530461,-0.0737112047246927,0.0590893155172693,0.490904832009285,-0.00135736431866408,-0.109995402291307,0.430280651510613,-0.0450294413147657,-0.031859968696591,-0.000313941095729828,-0.0427736515585245,-0.0273423220418419,0.113640375836672,-0.00134835603008092,0.181610887270032,0.0602297293369198,-0.00130119614236675,-0.14026080338555,0.556861328360768,-0.000253483022323835,-0.000717737447451782,-0.0749342565667916
"Reactome Cellular Senescence",-2.75343584446675e-06,-8.52656030385843e-06,-1.13091110831683e-05,-9.02081068923563e-06,-5.66122718539928e-06,-5.18875093290779e-06,-1.44064288162402e-05,-9.33065785202001e-06,-8.83660238529354e-06,-3.0848398654506e-06,-6.69373620711097e-06,0.373293836651896,0.089963211488075,0.5098052524772,0.614571610328005,0.0557970272432451,0.220670205962588,0.315835949980804,0.000305870032200972,-0.0691634629244933,0.0347014361792061,0.11028947651391,0.60599686402309,0.387160940331139,0.022919100804839,0.206613258354443,0.419737258489682,0.00132897665842433,-0.0486717636825893,0.070419724561651,0.0117795547905254,0.0403692102576749,0.0184419828391376,0.0343299113254455,0.0444573684265214,-0.00104306702723134,-0.028207126898295,0.017697785051308,0.52222900718418,0.0772247517311425,0.185464987448894,0.362422601260644,0.00132387189739824,-0.0366592406559369,0.0522291313232278,0.0589161750138279,0.172704151180676,0.25158977983974,-0.000450185941969668,-0.0643904962207869,0.00236549482522983,0.0993241147398917,0.087645438345373,-0.00249688293971781,0.00579512393545431,-0.0182982511905332,0.35143478900812,0.00168037578163215,0.0201704886302239,0.0905897412543436,0.000455182306902834,-0.108831290202929,0.0284028933222831,-0.00116527097263016,-0.000373222769479502,0.0282080749809544
"Reactome Cellular response to heat stress",-7.88827940214602e-06,-5.13409975843429e-06,-1.19207792288101e-05,-2.18047769950281e-05,-6.05134847930156e-06,-7.93903958599977e-06,-1.84785194219249e-05,0,-5.95241638343085e-06,-7.58700727526134e-06,-1.66656710337659e-05,0.395669219051773,0.137373122064894,0.48541353022281,0.75168353968037,-0.0361188177661885,0.160678192426771,0.146573989679073,0.00113309480093411,0.0159026750050736,0.129927197056371,0.213049025063668,0.585592706777447,0.341391519304927,-0.0348672028023029,0.0590666684275237,0.333579202889685,0.00240659886000457,0.107677798832385,0.0555838561897798,0.110891604909774,0.0751705979024823,-0.0223708759840268,0.0610427482601208,0.185775540565448,-0.000333276564043379,0.0397835562272587,0.0613845968954258,0.456646537433371,-0.0258970835864907,0.109837508298155,0.321386512859724,0.00149108379713709,0.03730958008534,0.133692774009928,-0.0360697491039721,0.0994357831778146,0.0650718096619925,0.000146167692227808,-0.0376588379361647,0.0974281346595671,0.0503235292776796,-0.0381557249483177,-0.000810489230769744,-0.0422734954957217,-0.0381402184030378,0.0628537859413513,0.00217115211446905,0.0061788214350597,0.0484085284091518,0.00341640988669796,-0.00887527113104125,0.102247854629807,-0.000302223604667925,-0.000993684296742819,0.0591318613075449
"Reactome Costimulation by the CD28 family",0.000292473199625661,-1.33738272913574e-05,-4.56459970345979e-06,0.000357934520131714,-2.38940875729332e-05,-1.24494257640119e-07,-1.99544614852167e-05,-1.83829224354851e-05,0,-1.481862638002e-05,-1.23035879119652e-05,0.415017380041804,-0.0144918527908304,0.539641342131041,0.472870675618872,-0.027507188309383,0.214253226033198,0.306655544817475,-0.00105515619180391,-0.133068668096333,0.115778713314006,-0.0139654879583848,0.493557625631807,0.203297559368087,-0.0307619029839259,0.232845840530139,0.354179293648103,-0.000378878118744463,-0.072316285565716,0.124280099536203,-0.0219329578527988,-0.0297393152536518,-0.018183338543833,-0.00935334582175504,-0.0192771988829998,-0.000523429636015141,-0.0149154553775232,-0.0105043664596711,0.295364215444018,-0.0271575472456933,0.241185083075608,0.439303173198836,-0.000897718012192672,-0.0868299920459563,0.117531599020078,-0.0185762796048655,0.126309843605932,0.145738846977817,-0.00194616603209648,-0.0608201154628509,0.0492868713864249,-0.0164481334463944,-0.0193668622471916,-0.00162429023746999,-0.0367195970502385,-0.0335448894144527,0.384146686923924,0.00331045709393683,0.153921673207602,0.0863218042457149,0.00269317977172802,-0.0617090480167992,0.128655054003755,-0.00013097168476858,-0.00155018477683901,0.0434601470531631
"Reactome Cytosolic sensors of pathogen-associated DNA ",-4.8900658854877e-06,-7.14048229874014e-06,0,-1.85770726371536e-05,0,0,-1.87306710969249e-05,-7.53690826057221e-06,0,0,0,0.411540714861302,0.0804780298643628,0.526072714158942,0.671659002785627,0.053515893959022,0.147242636320501,0.305290951446899,0.00634945028011153,-0.0368589281575649,-0.0045823500250172,0.0331865340404123,0.348445984190711,0.224872040867813,0.00401983296981564,0.21813814440659,0.268937014544417,0.00571461706303395,0.0808346908006423,-0.0438384902979971,0.0779566421883363,0.0768935189412281,0.0454846755360839,-0.0192511795255087,-0.0207824755626301,-0.000465357831212947,-0.0353907925008524,-0.0180786019084461,0.476904812011861,0.0773795035676336,0.133379813688506,0.327914218521334,0.00385047830564696,-0.0850548244928824,-0.00524356333448238,0.0405094236762105,0.10271750877266,0.303482001954101,0.00935570876593979,-0.0830634756244864,0.00485591750882205,0.00563100086810221,0.0219968441429553,0.00522879038436894,-0.0416251997623687,-0.0466415051419709,0.318357007966712,0.0188566542844855,0.188647426375234,0.16150826341048,0.00243050834150783,0.00399289555120931,0.0461994611642652,-0.000848577490089382,-0.000612967214601935,-0.00876546042329552
"Reactome DAP12 interactions",-6.46071589788361e-06,0,-1.54508720085584e-05,-6.98462175814646e-06,0,-1.91575960107193e-05,-9.02922330671222e-06,0,0,-5.494535684262e-06,-1.21952706740326e-05,0.434649580264468,0.0272859825311801,0.566700844096952,0.473281645504154,0.0362290884643949,0.325942315992436,0.454138744994433,-0.000676140784191552,-0.0697768260787777,0.160456662003286,-0.0207897366593545,0.56849325803554,0.323499911772872,0.0240228970593918,0.11499016140661,0.300281022411709,0.00340340322649771,-0.0118134104443206,0.0685468943988245,-0.00290922049184301,-0.0195298600421977,-0.0200688720035608,-0.0202403106971594,-0.0215136058895805,-0.00100082441954036,0.0408986196813742,0.0537392145657618,0.33387793327476,-0.0142439078864226,0.245718113158249,0.482727081624974,-0.00261547731620583,-0.0525798415262874,0.160628135080293,0.0265690360371307,0.261773153107772,0.382459430663354,3.05975743790785e-05,-0.0672186675916337,0.157684110385972,-0.0493951090617395,0.0570838185268785,-0.000494955051158171,-0.0216347025108661,-0.0165085076075044,0.256413220135427,0.00021134296065538,0.166059963416047,0.180863737843841,0.0457638797749161,-0.121918514972215,0.111331371461001,-0.000541962388540867,-0.000520650906921761,0.0841834881114481
"Reactome DAP12 signaling",-2.08189756050788e-05,-1.17721742592654e-05,0,0,-5.68655011996036e-06,0,-3.56482752276478e-06,-2.47021510598859e-05,0,0,-1.01405084450934e-05,0.405430263776945,0.029813519780229,0.560587453452271,0.430413274131183,0.0364020877059307,0.265655013096284,0.373760056102046,-0.000193006180424602,-0.0685295050931488,0.183051595026125,-0.016036670950603,0.527249676949768,0.290860504273618,0.0241635304222115,0.0984669631101749,0.254969100721462,0.00410838940475154,0.0238338340368026,0.0801354011852403,-0.00217848062159488,-0.0133196191292451,-0.0126209789507456,-0.0162979142908062,-0.0186355007243497,-0.000574563897553796,-0.0355122282806272,0.0651756666665281,0.275950916228826,-0.00516371782392446,0.236459043670121,0.448475613057694,-0.00278079858141641,-0.0432334733474303,0.177464106914345,0.0409962774772005,0.209256096140139,0.324409696115171,0.000156251239202136,-0.0609236005699509,0.1715649501408,-0.0561370600062756,0.064297310305531,-0.00157754547896032,-0.0125987161901333,0.00185968338054078,0.182477520254935,0.000119547179817842,0.190827366550648,0.201611423557107,0.0533114716568708,-0.123392289781177,0.12741221525827,-0.000266455581644397,-0.000346742775275751,0.0955709546028893
"Reactome Death Receptor Signalling",-7.94659022628033e-06,0,-1.02161028890037e-05,-1.00186546786286e-05,-1.22802472221319e-05,-5.29099214331179e-06,-9.57446438275025e-06,-8.24664352172554e-06,-2.6315858725944e-06,-4.20158126949811e-06,-3.50263564929563e-06,0.299214724925877,0.101422610075973,0.559096582773586,0.578451509089614,0.0496522523874955,0.198218778872262,0.304595898605392,0.00983545606341826,-0.0415945693834779,0.0317649996541079,0.0363115167357645,0.353182973528799,0.149171004065273,0.0322150203413151,0.196185361782327,0.18238895305749,0.00412639124510519,0.0220379729838458,0.0114858844582203,0.117147942068005,0.0794689115576742,0.0571915581655959,0.046655966413692,0.10274970248971,0.00199157510001467,-0.025884047670763,-0.0322571644524264,0.421104484928973,0.0626018161450475,0.236244212337865,0.304634126913079,0.00413543844218227,-0.00215511059562091,0.0609812331447331,0.0310748170022817,0.124823893207684,0.236539591421041,0.00177098978402008,0.0149105625530258,0.010328595328292,0.0473473183654245,0.0767551507131906,0.0103382347740169,-0.031278094662464,-0.0129956908665691,0.248048485694216,0.0170544505919427,0.0186955470562935,0.0831915116801709,0.0245264313928511,-0.120697556939288,0.0131178376262391,-0.00185139327209466,-0.000274596998707516,0.0607322044878483
