"","HA_HB","HA_HI","HA_HL","HA_HS","HA_HT","HA_MA","HA_MB","HA_MI","HA_ML","HA_MS","HA_MT","HB_HI","HB_HL","HB_HS","HB_HT","HB_MA","HB_MB","HB_MI","HB_ML","HB_MS","HB_MT","HI_HL","HI_HS","HI_HT","HI_MA","HI_MB","HI_MI","HI_ML","HI_MS","HI_MT","HL_HS","HL_HT","HL_MA","HL_MB","HL_MI","HL_ML","HL_MS","HL_MT","HS_HT","HS_MA","HS_MB","HS_MI","HS_ML","HS_MS","HS_MT","HT_MA","HT_MB","HT_MI","HT_ML","HT_MS","HT_MT","MA_MB","MA_MI","MA_ML","MA_MS","MA_MT","MB_MI","MB_ML","MB_MS","MB_MT","MI_ML","MI_MS","MI_MT","ML_MS","ML_MT","MS_MT"
"KEGG Epithelial cell signaling in Helicobacter pylori infection",-2.24114128583151e-05,-3.74790779242377e-06,-8.73915252692595e-06,-1.71967655268206e-05,-1.10874683689391e-05,0,0,-4.96178800203404e-06,-2.30512136074092e-05,-2.60990233690261e-06,-7.49827509338605e-06,-0.21600777596764,0.0448917738650334,-0.198776070291045,-0.449256935668222,-0.0302156791309708,-0.0289456958902979,-0.145166195120503,-0.00125621290564031,0.186314886877255,0.0371048137782343,0.0917507323890789,-0.181753963601417,-0.212077417485477,-0.0468436315192815,0.0298198791626615,-0.0952733145948444,-0.0016190016544956,0.327674104363232,0.0221290887027711,0.130992974880667,0.0390277953770261,0.0163172693699257,0.0993701953937825,0.103068912469139,0.00761901886136446,0.00825614508675885,0.0180420254833538,-0.137674626378549,-0.0301095428305035,-0.0471455774095972,-0.128954622090795,-0.00098246208187039,0.228328259574539,0.0731828957908838,-0.0382030419196741,0.0749851032630094,-0.100965759876238,-0.00216058312530309,0.178486688993472,0.0930330975767615,0.0361531370528521,-0.0418275333553745,-1.08491671053842e-05,0.0512207651589652,0.0583549275569682,-0.0534789933180675,-0.000667969548860288,0.132078445814612,-0.0543045213167758,-0.00119550384640127,0.424626168172829,-0.00193190095065219,0.00134235097232675,0.00152246265899364,0.0395364055352424
"KEGG Vibrio cholerae infection",-1.27224562652067e-05,-1.44035702076705e-05,0,-2.14888541489697e-05,0,-1.18106684511665e-05,0,-3.71959522482148e-06,-2.23219268287239e-05,0,-6.67105003466505e-06,-0.17734685309966,0.0580111027708973,-0.222739319356666,-0.405250822387992,0.0114608784760811,-0.0366373543298155,-0.0197421214218724,-0.000760321683798521,0.255588095090115,0.153224755210601,0.0641583313844398,-0.156495027544218,-0.156607336575187,0.00885313108061241,0.0875629196001657,-0.041180075056571,-0.00131477046418373,0.299179139223901,0.0688475270544981,0.137360044531035,0.0352250677282017,0.0210850142767108,0.131092773147742,0.202932669120762,0.000694489280441599,-0.0024530991709603,0.0473735826125172,-0.208861758103712,0.00357394358633161,-0.0389507110382402,0.0370781256058371,-0.00255998275985243,0.225843044935155,0.108981021022951,0.0120232225283317,-0.0379561420418071,-0.0665354757201892,-0.0032170457552146,0.2044614411567,0.141661605826101,0.035852224533794,-0.0530254079532926,-2.53821421704924e-05,0.037312891299256,0.0806865831255448,-0.0426646279744505,-0.00172314818370458,0.0503648193185829,-0.0663088890352999,-0.0023630461973458,0.396730507557442,0.0570392535716146,0.00196547269728335,-0.000574035007263332,0.113122710458645
"KEGG Natural killer cell mediated cytotoxicity",-1.75622745924318e-05,-8.68844546073678e-06,-2.55692674183667e-06,-4.99556783567974e-06,-6.2703269564758e-06,-1.64453714660247e-05,0,0,-8.05867300029524e-06,-8.54000211279408e-06,-6.24474886215785e-06,-0.216480300601765,-0.0345189098095461,-0.211145316452549,-0.342060082590834,0.0302998368249049,0.0724809615834658,-0.165105530868834,-0.0012186697804985,0.210453283119819,-0.0317721390545214,-0.0389196875820135,-0.174232988435003,-0.159793824877127,0.0371852794771776,-0.0154484635599673,-0.124156442663597,-0.00106436777885102,0.241807592749386,-0.0126774067815673,-0.028114004780697,-0.0238170744930183,-0.0190324719714212,0.0721326748352851,0.00609117145475236,-0.00074428239667492,0.100241886268731,0.0227533833465165,-0.207002290732593,0.010950760882041,0.0295721961109744,-0.0962409786656307,-0.0021695479907756,0.232736679421879,-0.0466823037935499,0.0252180321919374,0.068262004702705,-0.147224580399033,-0.00102248245440597,0.188542444687306,-0.00103521028798867,0.0457370949640312,-0.0311114343324003,-5.9067795849214e-05,0.0704113246561327,0.0162567271055828,0.0854833665809484,-0.00148910060405868,0.0474211907735485,0.127245176574314,-0.00147002371638937,0.405927345711117,-0.0148213418095259,0.00379316446121503,-0.00252713382967902,0.0549597979139424
"Reactome Antigen activates B Cell Receptor (BCR) leading to generation of second messengers",-9.24049717740886e-06,-1.13951432415869e-05,-1.00010390750926e-05,0,0,0,-1.14392273596848e-05,0,0,0,-3.47520804039366e-05,-0.176421883086569,0.00526200748514526,-0.182688472204969,-0.364951462820413,0.0778719617929716,0.0578875280194825,-0.134927115488499,-0.000383229919780036,0.24265343733719,0.12154317792412,-0.0289697595619133,-0.140847730343454,-0.175596168887033,0.0621605451291193,0.194823175829963,-0.0736764056277277,-0.000281077245729751,0.318041085708127,0.0777913816334165,-0.0435219195784231,-0.0259871733328095,-0.0167651947789104,0.100634625515807,-0.0201467846407593,-0.0029108472880126,0.127508323441998,0.153313918367087,-0.215139813832566,0.0298533713891192,0.0895524286124894,-0.0172620276928065,-0.00120683881241773,0.390130953653804,-0.00854188192043118,0.0870605887145703,0.186591765058242,-0.185844853177894,-0.00104109585530417,0.292478657224729,0.118476987012651,0.107551214144636,0.0576560925372505,-3.37130164040105e-06,0.0431371870400618,0.126401937508341,0.155744833481717,-0.00247491167527009,0.0936230783548642,-0.0862177277725392,-0.0016102981777158,0.495111684464446,0.0195664061047712,0.0170112018907218,-0.000168130732086557,0.0109040685221539
"Reactome Antimicrobial peptides",0,0,-1.59577014526828e-05,-1.7838393101532e-05,-2.57048901364475e-05,0,-3.339574617135e-05,-9.54860869527305e-06,0,-8.41466197135382e-06,-7.45162035484616e-06,-0.216122821134135,0.0330105560372014,-0.280256100027637,-0.455789983693206,-0.0322463948936648,-0.0419839770700983,-0.0978459795873746,-0.00156579818800891,0.279228196094211,-0.041054698030731,0.0407942320282292,-0.183674574392371,-0.207820551636915,-0.0407204760624155,-0.0113795680836117,-0.151428462406812,-0.00296635749456751,0.317290159106442,-0.0100844728512998,-0.0129374622070921,0.0203286795926518,0.068641970450099,-0.0127918139664006,0.0498394454278218,-0.000669632955686423,-0.00688862081779164,-0.0218162921635667,-0.29236741627045,-0.0410453994780342,-0.0831869395044024,-0.156287027718571,-0.00264821119055668,0.242390409728999,-0.0205366152213707,-0.0288881028465482,-0.109458325324475,-0.174074171687354,-0.000378896180517774,0.256381423520362,-0.0360937310703479,0.0231819811531746,-0.0337901940732463,-8.27845616614026e-05,0.126679117622026,-0.00654033665932109,-0.0435593642810389,-0.000393060009389693,0.278699082891422,-0.0881128583336074,-0.00119087763444766,0.486610642746793,-0.0237774259477512,-0.000279668578705527,-0.00128780150480606,0.109872503317399
"Reactome Antiviral mechanism by IFN-stimulated genes",-4.39039297461438e-06,-6.86528003461558e-06,-1.48654342425696e-05,-3.17775178298356e-06,-9.47893263120726e-06,-8.9095726642711e-06,-9.43319188992319e-06,-9.01618210230544e-06,-4.46430564422163e-06,-1.11687430439124e-05,-9.7795507245611e-06,-0.20911329269303,0.0132377971800329,-0.19374483600493,-0.447293794357925,0.0310477618382824,0.0513619469132923,-0.203373197463622,-0.000842440549152556,0.0692180895482907,-0.0487948537080485,0.149698631320321,-0.156434791637277,-0.0485235012752061,0.0616802359279305,0.00917507914285673,-0.089936202679688,-0.000541540457263132,0.0137018312620661,0.0249508644708871,-0.0177708466520249,-0.0241124040754032,-0.00182672923895834,0.187400568740087,-0.000520823031881487,-0.00129145105502741,0.330135621827324,0.0381420876570229,-0.162349152036387,0.0269242046631974,0.0349805529419302,-0.126804810840174,-0.00105051824234435,0.104511367963966,-0.0598435702997609,0.0191690424369167,0.169138502420189,-0.103117615220816,-0.000753954509685116,0.170415116872237,-0.0432631829543853,0.0414017078708772,-0.000533588130632629,-1.18421487886845e-05,0.0997512183917469,-0.00351705469714533,0.0203704507868239,0.000282267847902166,0.00179063916648483,0.0929553962148278,-0.000572851471821982,0.221024795541606,0.0310988081466068,-0.0012601268642632,-0.00172733491809742,0.160521821519821
"Reactome Apoptosis",-3.95066924888233e-06,-1.67270922044286e-06,-2.67505918164034e-06,-6.64465024897618e-06,-4.3166941955624e-06,-2.79101305882073e-08,-1.31527524825055e-05,-8.77752466389644e-06,-6.53462733784983e-06,-1.05376877833366e-05,-1.9735165598371e-06,-0.20875496835805,-0.0232748052476127,-0.250179200695563,-0.403475385578504,0.0169714997497322,0.0740804277169282,-0.161948384235089,-0.00105086126548505,0.0363424201503362,-0.0164258321573297,-0.034143984249928,-0.169492951010362,-0.204144233297262,0.0195923079512968,-0.0132609463475166,-0.128613771279023,-0.000723837223660919,0.103233685490489,0.0266749710150999,-0.0152294022979402,-0.0237848466974623,-0.0169951281709679,0.0446383335206632,-0.0198638744663404,-0.000876127914934178,0.0463774593413566,0.0420868888851402,-0.23711436711115,0.0134202420664424,0.0402308785062792,-0.117346557970809,-0.000269915015355756,0.0892935924138659,-0.016502547230527,0.00949336376602524,0.065665963355775,-0.178611364266274,-0.000399829618742061,0.0931509158140535,-0.055661499667065,-0.0132469907219355,-0.0359934871783677,-4.69970827237386e-05,0.0531885741336249,-0.0329031646276826,-0.0505844414302879,0.00104646839348521,-0.0200279339457533,-0.0114011590926718,-0.000574739466999732,0.207206218808768,0.0233208488966813,0.00147525806384404,-0.000672946325810637,-0.0171084361260932
"Reactome Apoptotic execution phase",0,0,0,-8.34328078372973e-06,0,0,-1.31460237129337e-05,-7.58539255670713e-06,-2.00505273288687e-05,-3.41361641937085e-06,-1.71025794800954e-05,-0.158919721519969,-0.041044872252372,-0.246665149056434,-0.49219637726516,-0.0391784152061239,0.181337913957929,-0.240082082283717,-0.00099447579812372,0.102681327923886,0.048696487228126,-0.030875859075966,-0.163094560111396,-0.22231657340322,-0.0620819406398596,-0.00789297859240799,-0.156986849456237,-0.000418203035335039,0.33243263388243,0.0827359887583221,-0.0441735115975339,-0.0291522238172984,-0.0147185915991862,0.081361330101918,-0.0409635857042674,-0.000623921259477943,0.177151776651266,0.132511781234721,-0.250863886715272,-0.0454074233318735,0.065666612742096,-0.104894875853361,-0.000497549775931646,0.225686183969136,0.0262031644942302,-0.0304475462912224,0.123052286590124,-0.24035922605787,-0.0013696464375805,0.148319201497569,0.00634385030764209,-0.0297679185386619,-0.0566378605255855,-1.21345383243852e-06,0.014226603529846,-0.0422279797349052,-0.0408652948084087,-0.00108501893963405,-0.0191449982476279,0.0677475286235674,-0.00327985564000927,0.321213664628044,0.0341414511092992,3.18320337598565e-05,-0.000474420377597257,0.0794523860594204
"Reactome Apoptotic factor-mediated response",0,-1.33781053927143e-05,-2.35479361411369e-06,0,-8.85446273776446e-07,0,0,-4.28953657366559e-05,0,0,-2.81268500605066e-05,-0.204289175663174,-0.0297337347717634,-0.262147026057011,-0.417602637595681,0.0296832013783656,0.152055807910639,-0.207732962773129,-0.00535848042530001,0.13775436983782,-0.120934092077728,-0.0347597751946374,-0.138583605955179,-0.214462670671589,-0.0124033914196357,-0.00547050766941835,-0.156117809745822,-0.00254065621493522,0.187892048024649,-0.0925531342501718,-0.0173637681011672,-0.0375581623617268,-0.0154566927759429,-0.0282497792711885,-0.0443038412211955,-0.0023846758185577,0.059998675380722,-0.0189603981484171,-0.212830615646581,-0.0289079886427376,0.213501274503137,-0.166637143619292,-0.000551154683162554,0.228159362124676,-0.0788512666681992,0.0179500309133008,0.0767499170963583,-0.133068407389181,-0.000799710181879388,0.0980974059584156,-0.0714029802052834,0.139993841096538,-0.0215400404121176,-1.73927384206838e-05,0.1666539616632,-0.034541085534967,0.0577190963973183,0.0180232763538469,-0.119363287873762,-0.0827699889683023,-0.00206228858030065,0.161419045635948,-0.0753170672108558,0.0293546485582595,-0.00134537937685013,-0.0336716854115163
"Reactome Autophagy",-8.21617456581598e-06,-2.54053162274453e-05,-1.42315193048187e-06,-1.95159079461125e-05,-9.03612091289046e-06,-1.4643617697068e-05,-6.37474642831639e-06,-3.95917602626981e-06,-4.90198481365105e-06,-8.61685356131872e-06,-1.88924278833932e-05,-0.123655871831419,0.00909096867072732,-0.253603778020013,-0.359805926738988,0.0146917232607354,-0.054853241585147,-0.0211187922922039,-0.00153683652543524,0.056671054432569,-0.0751428163161517,0.00733220293826539,-0.128303843640027,-0.106921137046977,-0.027080215056877,-0.0632826153551035,-0.145318482220711,-0.000494355899653935,0.0320799950495841,-0.0718097708220657,-0.00490759437782786,-0.0198493311934917,0.0219541209452517,0.0355348318877794,0.0975403533110634,-0.00186619107799584,0.0555841308070893,-0.00118872487848164,-0.264472141276764,-0.027386348391256,-0.0774438648066864,-0.128028077981751,-0.00036926557049104,0.0694692557108185,-0.0950176573010608,-0.0122151210563223,-0.0498273170208176,0.0128335485835228,-0.000222816921196765,0.0770045441235009,-0.0906896514129777,-0.0234391618372789,-0.0367606117422191,-2.72457763209299e-05,-0.00567787687410628,-0.0277938497563598,-0.0286696432026729,-0.00242795582976017,-0.0416062720745804,-0.0495867932022075,-0.00129281444128352,0.192962003938345,0.0290459795360566,-0.00153682474147462,-0.000747727099674332,0.0885000987677021
"Reactome C-type lectin receptors (CLRs)",-1.10717359871804e-05,-1.92187563407271e-06,-1.69305236352289e-05,-1.0490574040216e-05,-1.32009338369096e-05,-4.97993102865854e-06,-2.04225769193472e-06,-5.37486905414333e-06,-1.35175281207949e-05,-6.71909610693688e-06,-1.05433046568656e-05,-0.238936702709283,-0.0101550830961491,-0.225457342588343,-0.306953825839447,0.0205430329694494,0.0286665792082867,-0.0623533525038161,-0.000651783417612012,0.0120013526022058,0.000643823221874405,0.00409193620453457,-0.176700536309345,-0.163312812182753,0.0362437659277817,0.0485069572799032,-0.115097971768887,-0.00101347009556119,0.191548041172443,0.00453077332132206,0.013235761919884,-0.00594603024312184,-0.0189280033056297,0.0756683111722597,-0.00126677180163774,0.00112868342814718,0.1065464097603,0.0757724715918955,-0.112437844471943,0.0665711834853875,-0.0387171409397984,-0.0288562626653263,-0.00180413829935585,0.0494132620988777,0.0217932285839186,0.00774002896029851,0.106654026090235,-0.108708589889624,0.00494353136241523,0.107305155209432,0.0141590185334295,0.0276244810286815,0.00189850416944839,-1.49081065201511e-05,0.0449358021316744,0.041093511907967,0.0165128937152234,0.000965599983503287,-0.0634800358404132,-0.0334566274139242,-0.00167657617675039,0.217669253573556,0.0554564107428624,-0.00218841777327352,0.00138337830491984,-0.0364149980324753
"Reactome CD209 (DC-SIGN) signaling",0,0,-2.30373896834563e-05,-4.78556332205166e-05,0,0,-2.04677965883712e-05,0,-3.0382867535038e-05,-1.73960062272254e-05,-7.20378566038777e-06,-0.213782325536031,0.00687519848630477,-0.27485324788564,-0.28826732502742,-0.0304886613903314,0.00290815742366049,0.00296649346065563,-0.000318435974515456,-0.0691917274201366,0.0486342969025837,0.0355026525218052,-0.163670653325916,-0.0760634670085933,0.00310533585328651,0.0484870214508117,-0.139349396853469,-0.000235799721518505,0.0189798228769517,-0.0489402043546028,-0.014280296717272,0.069595120805625,-0.025470218152746,0.0227645805518864,-0.00151747661837263,-0.000301838568578903,-0.0313536545513528,0.123362399900848,-0.0671301539267384,-0.0140795526439907,0.0384943831178236,-0.0577773429345328,-0.00172672695250983,-0.00427867600475079,0.0630682438041359,-0.0288335468911571,0.0680645097663295,-0.0106261341933574,-0.000599382690169369,-0.0679321027308115,0.138996911739828,0.0551117010019975,-0.00178370607854137,-1.57828531926345e-06,-0.00552482163691179,0.0652943543998512,-0.112783859691546,0.00139946842212089,-0.0739738599991669,0.152513797650049,-0.00137926027435808,0.19138994368342,-0.0348248620916445,-0.00028707318522274,0.0144940980835553,0.0325954092279741
"Reactome CLEC7A (Dectin-1) signaling",-7.42266036742397e-06,-1.27542865257485e-05,0,-4.95391478400708e-06,0,-1.28045056130326e-05,-1.50069530332341e-05,-9.217798283596e-06,0,-6.5831357815432e-06,-3.20651941241352e-06,-0.226934471167284,-0.00350544575677382,-0.208701062555558,-0.323783832428083,0.034917212699122,0.0426168612323495,-0.0614922505914985,-0.000683053101108648,0.0165966475232112,0.0134117799749192,-0.0043250516622643,-0.176204622293341,-0.162700088236405,0.0629328977349563,0.0345483407208176,-0.0954374964651892,-0.00073024259905423,0.138957979535192,0.0448331945700255,0.0206119586041185,-0.00662228398498347,-0.0189685037408917,0.0578354611412127,-0.00258815055188904,0.00190066127985567,0.0476915164529966,0.10005062769675,-0.129497910362009,0.0539459103808057,-0.0567067107625484,-0.0435968454409223,0.000269569880497467,0.0406467595479095,0.0540877792078713,0.0295789640210337,0.102417585827769,-0.119289531873851,0.00562013169218646,0.0990104533879103,0.0234118328134452,0.0315212964179085,-0.000629432760150217,-8.35691583982592e-06,0.0600308033047671,0.0485655080608481,0.0351090460104372,0.00127947632723421,-0.0595307532727014,-0.0483951154967924,-0.00139342358275789,0.174800724066923,0.100169619370565,-0.00100899783745907,-0.000220518843248663,-0.070694363714225
"Reactome Cap-dependent Translation Initiation",-3.62877232017562e-06,-1.22462649437938e-05,-7.8866402373716e-06,0,-7.46110961916129e-06,-1.48404511861834e-05,-3.88339214181961e-06,-1.48018081622941e-05,-3.73135720655674e-06,-1.49931357571422e-05,-5.53622632324653e-06,-0.219408438926177,-0.0401292360223566,-0.249832995544961,-0.444000430247832,0.0962551184337985,-0.0752873237783908,-0.202568202116041,-0.00166470477388964,-0.0330614369002863,-0.0945779136523847,-0.0332336909051029,-0.14853507936042,-0.19972311816817,0.0653008763420501,-0.00919097844855437,-0.109715727022478,-0.00100568548939782,0.0143400077973854,-0.0829924349665746,-0.0437413285094748,-0.0333397626360626,-0.00221486610717491,-0.0345671824602515,-0.0409803780644481,-0.00121285016686204,0.0103906995001494,0.045042750296781,-0.222758511563078,0.0401715683405201,-0.105995638351812,-0.131149413883807,-0.00174492588649089,-0.0358033946518188,-0.103087315566161,0.103321537263356,-0.0529279593452374,-0.185109831149389,-0.00176406111169998,-0.0327444120031994,-0.0943455998668033,-0.00565901410941334,0.0260507699555432,-1.14178989500462e-05,-0.0104582194617298,0.0118435579944753,-0.00311693738038296,-0.00114232335940249,0.0561950844473149,-0.0904987218382451,-0.00125260259211038,0.0499511419703069,-0.0567574741117575,-0.000877664345569194,-0.00113083606084623,0.0203338702980796
"Reactome Cell death signalling via NRAGE, NRIF and NADE",-4.74557267640052e-06,-2.05161303348733e-05,-6.99335228885003e-06,-1.24105798790977e-05,-6.30716175035643e-06,-2.12226899722764e-05,-4.55140049023444e-06,-5.53090315264151e-06,0,-5.65472184786277e-06,0,-0.159137829280643,-0.0373285503415006,-0.289799975532441,-0.400222852530159,0.0184758415096072,-0.023460047886213,-0.114911863356674,-7.30036869916848e-05,0.284697308252099,-0.0746669064972684,-0.0285227014472312,-0.178021101472302,-0.182920775457089,-0.0284308599401233,0.00563686716790873,-0.150353316171794,5.67798128504096e-05,0.12158811459739,-0.0491877942113691,-0.0337091508074414,-0.0374010101691204,0.0950205642513082,-0.0349940682596848,0.029009040265896,-0.000341904534575301,0.0796299464134896,-0.00399988009977303,-0.278638756699315,0.0159399361061367,-0.0608596980656515,-0.0576697111225997,0.000116195979234878,0.236406831810305,-0.0631635869526296,0.0240387328547703,0.0404847676952425,-0.0843900174814642,0.0146341644771051,0.234608816292795,-0.0239689143890888,-0.0274146298946589,-0.0375140143182881,-4.06235041770475e-05,0.0888153488708472,-0.0143759619681511,-0.0594214482272148,-0.00175563552751147,0.169152433979928,-0.0263498212361762,-0.00118019207314568,0.440141086552673,-0.0615062345298236,0.00168376300472019,0.0075671598592638,-0.0189740702660214
"Reactome Cell surface interactions at the vascular wall",0.00014791659029011,-3.94823576207985e-06,-6.15372038455179e-06,-9.94368078617186e-06,-1.05246821145745e-05,-1.42347957373573e-05,0.000302306912976814,-2.64197596829804e-06,-8.64464366790472e-06,-4.02755096182739e-06,-1.18914029381068e-05,-0.235674922626282,0.0205624000994993,-0.219448163987784,-0.314898128227729,0.00535630884206972,-0.0978399477460099,-0.027556266726842,-0.000795963391024055,0.180445749161034,-0.0317315988128825,0.0380681234704143,-0.164223759644749,-0.176449951661928,-0.00304755908645162,-0.0592088312196384,-0.0771762383556151,-0.00164765114223132,0.258125369244832,-0.00955087866025136,0.0319115277224105,0.0118348628831292,-0.00381112356993446,0.0633527884293929,0.00276920535911801,-0.000659977262428425,-0.0133759408180595,-0.0101704346152519,-0.150617526310065,-0.00687130897040464,0.0205463578714849,-0.00760518932116103,-0.00128931634036987,0.229841243923579,-0.00283650465751671,-0.00777120116180511,-0.0513407159864529,-0.0742949965303514,-0.00159101623887197,0.146046319007241,-0.0352634218096629,0.00925816550471934,-0.0383011304540807,-4.51533825284498e-05,0.0120983505550507,-0.0332575483605001,0.02455995386344,-0.00142442479246576,0.0913833961539601,-0.0291180193468149,-0.000773071426095703,0.30339617554666,0.00731278270580866,0.00410781024788516,-0.00106749809712842,0.0906201537263692
"Reactome Cell-extracellular matrix interactions",0,0,0,0,0,0,-2.74625221664284e-05,-5.74550090789253e-05,0,0,-2.37282108825828e-05,-0.238475398445755,-0.0523779519549063,-0.265044281763283,-0.433756931603624,-0.0539930117545565,-0.0477635399443662,-0.25481761526901,-0.000367606368244792,0.510212129794975,-0.0957133754558895,-0.0283462020499665,-0.125213379594034,-0.220759736769986,-0.0584016418027177,-0.0676915264702548,-0.0221099833157154,-0.000942082530079236,0.431100560900933,0.0867912404452181,-0.0178312661199775,-0.0325785925778865,-0.0263019266458438,0.0175608756162727,-0.033364534929631,-0.00117398880654414,0.450076073981102,-0.0431606558905904,-0.239119113859229,-0.0617661223338144,0.126377519265813,-0.119713863433635,-0.0015064064576553,0.637951250174585,-0.102723193812174,-0.0546923458946041,-0.0206459485158772,-0.108625607524132,-0.000749872255366401,0.365304250313222,-0.132718381514411,-0.0537197185710663,-0.0630284572404399,-3.97177019601174e-06,-0.0280336594684559,-0.0389185966757809,0.103224770705291,-0.000470621858618261,0.219533212206828,0.139796343170077,-0.000361907732857566,0.477141916187514,-0.102173063292645,-0.000313257376293752,-0.00136567778878666,0.346795035850548
"Reactome Cellular Senescence",0.000135340586741073,-6.93405525154217e-06,-9.28471265727904e-06,-1.15947536603824e-05,0.000139196766225529,0.00130735535545956,0.000270066061967796,0.000243431874002327,0,-2.06881896152885e-06,-8.76507953158552e-06,-0.190162632057498,-0.0354210911587593,-0.22787936377636,-0.344527313984338,0.0116885513489479,-0.0745645368757465,-0.125573211681056,-0.000693253695936383,-0.0351732166511096,-0.0282301366951579,0.0133909938935429,-0.161831586856226,-0.189659134632351,-0.015844698263016,-0.0482824609189178,-0.0751827530361984,-0.00120190109209919,0.0574668444381651,-0.0623685544548996,-0.0254795001035652,-0.0401891864340174,-0.0217018156779265,-0.0284752641429783,-0.0229626089584135,-0.00126928368173448,0.0319069726873405,0.0164586888405133,-0.279410456329835,-0.0133167434230529,-0.0553767656278297,-0.0736934765468488,-0.000515823141390558,-0.0120880908536156,-0.0472922314788338,0.0128244512678619,0.0255640709741628,-0.0764909736787745,-0.00110075347660278,-0.00763901172301995,0.033246333881937,-0.0292227531836547,0.0211259188610664,-3.96332224007036e-05,0.0116892179450766,0.019494478868654,-0.129942553224462,-0.00103246136591402,0.0513218454349615,0.0233556846031011,-0.0005238971625847,0.0920564051141406,-0.042439131738871,-0.0013479296763638,0.0023782237023589,-0.0485686859555964
"Reactome Cellular response to heat stress",-7.9828829984425e-06,-1.07337533832419e-05,-3.91671158953421e-06,-1.78660849981033e-05,-9.81999800020623e-06,-2.37649729401697e-05,-1.32584764869531e-05,0,-1.12435126585418e-05,-8.28103523548965e-06,-7.128510729943e-06,-0.146119735612424,-0.0108195886482949,-0.202883041752496,-0.457675943227558,0.0474519265436393,-0.011339749933117,-0.126223576009644,-0.000548542603045077,-0.0734882725383477,-0.0284391514528458,-0.0319358680850156,-0.170644039180598,-0.105651090291112,0.0197205850037361,0.0506731035324706,-0.167390519556562,-0.00162169626919373,-0.0262195673159123,-0.0502398939420678,-0.0146197958868371,-0.0392328029035941,0.0334754531986717,-0.0113173743761441,-0.0247349357274781,-0.00103177241128959,0.00137763418698322,-0.0240317271590229,-0.185545885439318,0.0274052677902454,0.0434706646082094,-0.156168545002932,-0.00134569484368943,0.0319115602666931,-0.0372603429267289,0.035804001580943,0.00573539460633747,-0.0418572348102758,-0.00127836789585001,-0.0653268486293138,-0.0225663478733985,0.0398449664905869,0.00873464090875458,-5.79511761953053e-05,0.0710170796431301,0.0268129444234602,-0.0512227938216064,-0.00199376862417332,0.00118976020232434,-0.00236448568603928,-0.000821730876403794,0.0763397135287476,0.0406764305347083,-0.000410237224709802,-0.00125341205508292,-0.0429761723196384
"Reactome Costimulation by the CD28 family",-5.45042038950933e-06,-1.60282142459164e-05,-5.21952394885287e-06,-9.81759079867509e-06,-1.53170331543092e-05,-9.6639589374183e-06,0.000365380057222902,0.000339488515541786,-7.35299524261208e-06,-1.45836277764396e-05,-7.29203495521543e-06,-0.202639009928919,-0.0200559100048836,-0.231492788456325,-0.292922501279366,-0.0214262324380849,0.00617367727893381,-0.0530304800521979,0.002069150593499,0.125544441960261,-0.0665610289980123,-0.00527118562889329,-0.165831869334013,-0.134469860957135,-0.0295570691770351,-0.000466453413121254,-0.137025930827162,0.00127275868875686,0.195000898443035,-0.0864399002628941,-0.013257490009004,-0.0261857941951495,-0.00976825047159476,-0.0189484541308418,-0.013311526974371,-0.000845400262704442,-0.00613773432097905,-0.0144697079578623,-0.120135012739272,-0.0130550359447665,0.150018224535848,-0.0763657242948218,-0.000962436602785791,0.241154976580853,-0.0202236127001429,-0.00786525189855529,0.131967632116835,0.0442817918158647,0.00126060146095082,0.0490355613886491,-0.0128763776801928,-0.0201369985795001,-0.0313061050776224,-6.32713462760107e-05,-0.000595813975681688,0.0171244433728015,-0.00447558547474293,-0.000680835637084735,0.0708758720608327,-0.0739362416673478,-0.000634939569531501,0.322573766290445,-0.0508817929859922,-0.00124261172232726,-0.00107363389952559,-0.0258933274536071
"Reactome Cytosolic sensors of pathogen-associated DNA ",-7.9282697962954e-06,-5.67586852027599e-06,0,-1.98706689743254e-05,0,0,-1.97103868486568e-05,-5.27906255915378e-06,-8.54708159898803e-06,0,0,-0.224082754749024,-0.00996942495702335,-0.26148538910537,-0.458487829915577,-0.00548341478566957,0.0561111164466349,-0.150859184292991,-0.00117872144933317,0.0699277018428219,-0.00209339883631209,0.0153550551272482,-0.166548899854434,-0.154683907564723,-0.00012899494366131,-0.0998459237144969,-0.0689270623199246,-0.00275673156539113,-0.0930936528231737,-0.0683469796769698,0.00118395128858664,-0.0155975045713414,-0.0199719086718311,0.0801061418454457,0.0142095829715732,0.00659972113019481,0.100466125450672,0.0573921943221379,-0.219832148594438,-0.00302614204868097,-0.0218710439069542,-0.158834148203796,-0.000924632430516395,0.051484576350945,0.0281637805975473,-0.0173820998226076,0.0371916750567922,-0.148694752084684,-0.00104925153275327,0.131831202886897,0.0408684308358748,0.0205805924856849,-0.0222774221126107,-7.11330434546765e-06,0.0290320987171597,0.0230236968105407,-0.0275626148797044,-0.000977095707086989,-0.103011045487884,-0.0271723215306161,-0.000730956259896792,0.214706231408236,0.0843054493932045,-0.00152100227955713,0.00448471536935622,0.0421386463328762
